,TAG,DescripcionEquipo,GrupoTS,GrupoHR,EqSAP,PuntoMedida,GrupoHREQ,Contador,HRPuesto,EstrategiaMTTO,HRDescripcion,HRContador,Estrategia,pos,Actividades,Puesto,ClaseOT,ACant,AHoras,posHRContador,Frecuencia,Material,MCantidad
5685,4561-PU-40861,BOMBA ZENIT-ATEX BLUEPRO 20M3/H,9.0,MBOM050,10016798,13317,MBOM050,M5,TEC-MEC,PREV,PREV_MEC_BOMBA_ZENIT-ATIX BLUEPRO,MBOM050M5,HOR002,20,Cambio del impulsor rodete bomba 8000H,TEC-MEC,PM01,2.0,1.0,MBOM050M520,HL,,
5686,4561-PU-40862,BOMBA ZENIT-ATEX BLUEPRO 20M3/H,9.0,MBOM050,10016799,13321,MBOM050,M5,TEC-MEC,PREV,PREV_MEC_BOMBA_ZENIT-ATIX BLUEPRO,MBOM050M5,HOR002,20,Cambio del impulsor rodete bomba 8000H,TEC-MEC,PM01,2.0,1.0,MBOM050M520,HL,,
5687,4561-PU-40869,BOMBA ZENIT-ATEX BLUEPRO 20M3/H,9.0,MBOM050,10016803,13325,MBOM050,M5,TEC-MEC,PREV,PREV_MEC_BOMBA_ZENIT-ATIX BLUEPRO,MBOM050M5,HOR002,20,Cambio del impulsor rodete bomba 8000H,TEC-MEC,PM01,2.0,1.0,MBOM050M520,HL,,
5688,4561-PU-40870,BOMBA ZENIT-ATEX BLUEPRO 20M3/H,9.0,MBOM050,10016804,13329,MBOM050,M5,TEC-MEC,PREV,PREV_MEC_BOMBA_ZENIT-ATIX BLUEPRO,MBOM050M5,HOR002,20,Cambio del impulsor rodete bomba 8000H,TEC-MEC,PM01,2.0,1.0,MBOM050M520,HL,,
5689,4561-PU-40877,BOMBA ZENIT-ATEX BLUEPRO 20M3/H,9.0,MBOM050,10016807,13341,MBOM050,M5,TEC-MEC,PREV,PREV_MEC_BOMBA_ZENIT-ATIX BLUEPRO,MBOM050M5,HOR002,20,Cambio del impulsor rodete bomba 8000H,TEC-MEC,PM01,2.0,1.0,MBOM050M520,HL,,
5690,4561-PU-40878,BOMBA ZENIT-ATEX BLUEPRO 20M3/H,9.0,MBOM050,10016808,13345,MBOM050,M5,TEC-MEC,PREV,PREV_MEC_BOMBA_ZENIT-ATIX BLUEPRO,MBOM050M5,HOR002,20,Cambio del impulsor rodete bomba 8000H,TEC-MEC,PM01,2.0,1.0,MBOM050M520,HL,,
5691,4331-PU-40650,BOMBA,9.0,MBOM050,10016828,13362,MBOM050,M5,TEC-MEC,PREV,PREV_MEC_BOMBA_ZENIT-ATIX BLUEPRO,MBOM050M5,HOR002,20,Cambio del impulsor rodete bomba 8000H,TEC-MEC,PM01,2.0,1.0,MBOM050M520,HL,,
5692,4331-PU-40651,BOMBA,9.0,MBOM050,10016829,13366,MBOM050,M5,TEC-MEC,PREV,PREV_MEC_BOMBA_ZENIT-ATIX BLUEPRO,MBOM050M5,HOR002,20,Cambio del impulsor rodete bomba 8000H,TEC-MEC,PM01,2.0,1.0,MBOM050M520,HL,,
5693,4331-PU-40656,BOMBA,9.0,MBOM050,10016830,13370,MBOM050,M5,TEC-MEC,PREV,PREV_MEC_BOMBA_ZENIT-ATIX BLUEPRO,MBOM050M5,HOR002,20,Cambio del impulsor rodete bomba 8000H,TEC-MEC,PM01,2.0,1.0,MBOM050M520,HL,,
5694,4331-PU-40657,BOMBA,9.0,MBOM050,10016831,13374,MBOM050,M5,TEC-MEC,PREV,PREV_MEC_BOMBA_ZENIT-ATIX BLUEPRO,MBOM050M5,HOR002,20,Cambio del impulsor rodete bomba 8000H,TEC-MEC,PM01,2.0,1.0,MBOM050M520,HL,,
5695,4331-PU-40663,BOMBA,9.0,MBOM050,10016834,13378,MBOM050,M5,TEC-MEC,PREV,PREV_MEC_BOMBA_ZENIT-ATIX BLUEPRO,MBOM050M5,HOR002,20,Cambio del impulsor rodete bomba 8000H,TEC-MEC,PM01,2.0,1.0,MBOM050M520,HL,,
5696,4331-PU-40669,BOMBA,7.0,MBOM050,10016836,13386,MBOM050,M5,TEC-MEC,PREV,PREV_MEC_BOMBA_ZENIT-ATIX BLUEPRO,MBOM050M5,HOR002,30,Cambio de eje de bomba 8000H,TEC-MEC,PM01,2.0,2.0,MBOM050M530,HL,,
5697,4561-PU-40856,BOMBA ZENIT-ATEX BLUEPRO 20M3/H,9.0,MBOM050,10016796,13309,MBOM050,M5,TEC-MEC,PREV,PREV_MEC_BOMBA_ZENIT-ATIX BLUEPRO,MBOM050M5,HOR002,30,Cambio de eje de bomba 8000H,TEC-MEC,PM01,2.0,2.0,MBOM050M530,HL,,
5698,4561-PU-40857,BOMBA ZENIT-ATEX BLUEPRO 20M3/H,9.0,MBOM050,10016797,13313,MBOM050,M5,TEC-MEC,PREV,PREV_MEC_BOMBA_ZENIT-ATIX BLUEPRO,MBOM050M5,HOR002,30,Cambio de eje de bomba 8000H,TEC-MEC,PM01,2.0,2.0,MBOM050M530,HL,,
5699,4561-PU-40861,BOMBA ZENIT-ATEX BLUEPRO 20M3/H,9.0,MBOM050,10016798,13317,MBOM050,M5,TEC-MEC,PREV,PREV_MEC_BOMBA_ZENIT-ATIX BLUEPRO,MBOM050M5,HOR002,30,Cambio de eje de bomba 8000H,TEC-MEC,PM01,2.0,2.0,MBOM050M530,HL,,
5700,4561-PU-40862,BOMBA ZENIT-ATEX BLUEPRO 20M3/H,9.0,MBOM050,10016799,13321,MBOM050,M5,TEC-MEC,PREV,PREV_MEC_BOMBA_ZENIT-ATIX BLUEPRO,MBOM050M5,HOR002,30,Cambio de eje de bomba 8000H,TEC-MEC,PM01,2.0,2.0,MBOM050M530,HL,,
5701,4561-PU-40869,BOMBA ZENIT-ATEX BLUEPRO 20M3/H,9.0,MBOM050,10016803,13325,MBOM050,M5,TEC-MEC,PREV,PREV_MEC_BOMBA_ZENIT-ATIX BLUEPRO,MBOM050M5,HOR002,30,Cambio de eje de bomba 8000H,TEC-MEC,PM01,2.0,2.0,MBOM050M530,HL,,
5702,4561-PU-40870,BOMBA ZENIT-ATEX BLUEPRO 20M3/H,9.0,MBOM050,10016804,13329,MBOM050,M5,TEC-MEC,PREV,PREV_MEC_BOMBA_ZENIT-ATIX BLUEPRO,MBOM050M5,HOR002,30,Cambio de eje de bomba 8000H,TEC-MEC,PM01,2.0,2.0,MBOM050M530,HL,,
5703,4561-PU-40877,BOMBA ZENIT-ATEX BLUEPRO 20M3/H,9.0,MBOM050,10016807,13341,MBOM050,M5,TEC-MEC,PREV,PREV_MEC_BOMBA_ZENIT-ATIX BLUEPRO,MBOM050M5,HOR002,30,Cambio de eje de bomba 8000H,TEC-MEC,PM01,2.0,2.0,MBOM050M530,HL,,
5704,4561-PU-40878,BOMBA ZENIT-ATEX BLUEPRO 20M3/H,9.0,MBOM050,10016808,13345,MBOM050,M5,TEC-MEC,PREV,PREV_MEC_BOMBA_ZENIT-ATIX BLUEPRO,MBOM050M5,HOR002,30,Cambio de eje de bomba 8000H,TEC-MEC,PM01,2.0,2.0,MBOM050M530,HL,,
5705,4331-PU-40650,BOMBA,9.0,MBOM050,10016828,13362,MBOM050,M5,TEC-MEC,PREV,PREV_MEC_BOMBA_ZENIT-ATIX BLUEPRO,MBOM050M5,HOR002,30,Cambio de eje de bomba 8000H,TEC-MEC,PM01,2.0,2.0,MBOM050M530,HL,,
5706,4331-PU-40651,BOMBA,9.0,MBOM050,10016829,13366,MBOM050,M5,TEC-MEC,PREV,PREV_MEC_BOMBA_ZENIT-ATIX BLUEPRO,MBOM050M5,HOR002,30,Cambio de eje de bomba 8000H,TEC-MEC,PM01,2.0,2.0,MBOM050M530,HL,,
5707,4331-PU-40656,BOMBA,9.0,MBOM050,10016830,13370,MBOM050,M5,TEC-MEC,PREV,PREV_MEC_BOMBA_ZENIT-ATIX BLUEPRO,MBOM050M5,HOR002,30,Cambio de eje de bomba 8000H,TEC-MEC,PM01,2.0,2.0,MBOM050M530,HL,,
5708,4331-PU-40657,BOMBA,9.0,MBOM050,10016831,13374,MBOM050,M5,TEC-MEC,PREV,PREV_MEC_BOMBA_ZENIT-ATIX BLUEPRO,MBOM050M5,HOR002,30,Cambio de eje de bomba 8000H,TEC-MEC,PM01,2.0,2.0,MBOM050M530,HL,,
5709,4331-PU-40663,BOMBA,9.0,MBOM050,10016834,13378,MBOM050,M5,TEC-MEC,PREV,PREV_MEC_BOMBA_ZENIT-ATIX BLUEPRO,MBOM050M5,HOR002,30,Cambio de eje de bomba 8000H,TEC-MEC,PM01,2.0,2.0,MBOM050M530,HL,,
5710,4331-PU-40669,BOMBA,7.0,MBOM050,10016836,13386,MBOM050,M5,TEC-MEC,PREV,PREV_MEC_BOMBA_ZENIT-ATIX BLUEPRO,MBOM050M5,HOR002,40,Cambio aceite sello mecanico bomba 4000H,TEC-MEC,PM01,2.0,1.0,MBOM050M540,HE,,
5711,4561-PU-40856,BOMBA ZENIT-ATEX BLUEPRO 20M3/H,9.0,MBOM050,10016796,13309,MBOM050,M5,TEC-MEC,PREV,PREV_MEC_BOMBA_ZENIT-ATIX BLUEPRO,MBOM050M5,HOR002,40,Cambio aceite sello mecanico bomba 4000H,TEC-MEC,PM01,2.0,1.0,MBOM050M540,HE,,
5712,4561-PU-40857,BOMBA ZENIT-ATEX BLUEPRO 20M3/H,9.0,MBOM050,10016797,13313,MBOM050,M5,TEC-MEC,PREV,PREV_MEC_BOMBA_ZENIT-ATIX BLUEPRO,MBOM050M5,HOR002,40,Cambio aceite sello mecanico bomba 4000H,TEC-MEC,PM01,2.0,1.0,MBOM050M540,HE,,
5713,4561-PU-40861,BOMBA ZENIT-ATEX BLUEPRO 20M3/H,9.0,MBOM050,10016798,13317,MBOM050,M5,TEC-MEC,PREV,PREV_MEC_BOMBA_ZENIT-ATIX BLUEPRO,MBOM050M5,HOR002,40,Cambio aceite sello mecanico bomba 4000H,TEC-MEC,PM01,2.0,1.0,MBOM050M540,HE,,
5714,4561-PU-40862,BOMBA ZENIT-ATEX BLUEPRO 20M3/H,9.0,MBOM050,10016799,13321,MBOM050,M5,TEC-MEC,PREV,PREV_MEC_BOMBA_ZENIT-ATIX BLUEPRO,MBOM050M5,HOR002,40,Cambio aceite sello mecanico bomba 4000H,TEC-MEC,PM01,2.0,1.0,MBOM050M540,HE,,
5715,4561-PU-40869,BOMBA ZENIT-ATEX BLUEPRO 20M3/H,9.0,MBOM050,10016803,13325,MBOM050,M5,TEC-MEC,PREV,PREV_MEC_BOMBA_ZENIT-ATIX BLUEPRO,MBOM050M5,HOR002,40,Cambio aceite sello mecanico bomba 4000H,TEC-MEC,PM01,2.0,1.0,MBOM050M540,HE,,
5716,4561-PU-40870,BOMBA ZENIT-ATEX BLUEPRO 20M3/H,9.0,MBOM050,10016804,13329,MBOM050,M5,TEC-MEC,PREV,PREV_MEC_BOMBA_ZENIT-ATIX BLUEPRO,MBOM050M5,HOR002,40,Cambio aceite sello mecanico bomba 4000H,TEC-MEC,PM01,2.0,1.0,MBOM050M540,HE,,
5717,4561-PU-40877,BOMBA ZENIT-ATEX BLUEPRO 20M3/H,9.0,MBOM050,10016807,13341,MBOM050,M5,TEC-MEC,PREV,PREV_MEC_BOMBA_ZENIT-ATIX BLUEPRO,MBOM050M5,HOR002,40,Cambio aceite sello mecanico bomba 4000H,TEC-MEC,PM01,2.0,1.0,MBOM050M540,HE,,
5718,4561-PU-40878,BOMBA ZENIT-ATEX BLUEPRO 20M3/H,9.0,MBOM050,10016808,13345,MBOM050,M5,TEC-MEC,PREV,PREV_MEC_BOMBA_ZENIT-ATIX BLUEPRO,MBOM050M5,HOR002,40,Cambio aceite sello mecanico bomba 4000H,TEC-MEC,PM01,2.0,1.0,MBOM050M540,HE,,
5719,4331-PU-40650,BOMBA,9.0,MBOM050,10016828,13362,MBOM050,M5,TEC-MEC,PREV,PREV_MEC_BOMBA_ZENIT-ATIX BLUEPRO,MBOM050M5,HOR002,40,Cambio aceite sello mecanico bomba 4000H,TEC-MEC,PM01,2.0,1.0,MBOM050M540,HE,,
5720,4331-PU-40651,BOMBA,9.0,MBOM050,10016829,13366,MBOM050,M5,TEC-MEC,PREV,PREV_MEC_BOMBA_ZENIT-ATIX BLUEPRO,MBOM050M5,HOR002,40,Cambio aceite sello mecanico bomba 4000H,TEC-MEC,PM01,2.0,1.0,MBOM050M540,HE,,
5721,4331-PU-40656,BOMBA,9.0,MBOM050,10016830,13370,MBOM050,M5,TEC-MEC,PREV,PREV_MEC_BOMBA_ZENIT-ATIX BLUEPRO,MBOM050M5,HOR002,40,Cambio aceite sello mecanico bomba 4000H,TEC-MEC,PM01,2.0,1.0,MBOM050M540,HE,,
5722,4331-PU-40657,BOMBA,9.0,MBOM050,10016831,13374,MBOM050,M5,TEC-MEC,PREV,PREV_MEC_BOMBA_ZENIT-ATIX BLUEPRO,MBOM050M5,HOR002,40,Cambio aceite sello mecanico bomba 4000H,TEC-MEC,PM01,2.0,1.0,MBOM050M540,HE,,
5723,4331-PU-40663,BOMBA,9.0,MBOM050,10016834,13378,MBOM050,M5,TEC-MEC,PREV,PREV_MEC_BOMBA_ZENIT-ATIX BLUEPRO,MBOM050M5,HOR002,40,Cambio aceite sello mecanico bomba 4000H,TEC-MEC,PM01,2.0,1.0,MBOM050M540,HE,,
5724,4331-PU-40669,BOMBA,7.0,MBOM050,10016836,13386,MBOM050,M5,TEC-MEC,PREV,PREV_MEC_BOMBA_ZENIT-ATIX BLUEPRO,MBOM050M5,HOR002,50,Cambio doble sello mecanico bomba 8000H,TEC-MEC,PM01,2.0,2.0,MBOM050M550,HL,,
5725,4561-PU-40856,BOMBA ZENIT-ATEX BLUEPRO 20M3/H,9.0,MBOM050,10016796,13309,MBOM050,M5,TEC-MEC,PREV,PREV_MEC_BOMBA_ZENIT-ATIX BLUEPRO,MBOM050M5,HOR002,50,Cambio doble sello mecanico bomba 8000H,TEC-MEC,PM01,2.0,2.0,MBOM050M550,HL,,
5726,4561-PU-40857,BOMBA ZENIT-ATEX BLUEPRO 20M3/H,9.0,MBOM050,10016797,13313,MBOM050,M5,TEC-MEC,PREV,PREV_MEC_BOMBA_ZENIT-ATIX BLUEPRO,MBOM050M5,HOR002,50,Cambio doble sello mecanico bomba 8000H,TEC-MEC,PM01,2.0,2.0,MBOM050M550,HL,,
5727,4561-PU-40861,BOMBA ZENIT-ATEX BLUEPRO 20M3/H,9.0,MBOM050,10016798,13317,MBOM050,M5,TEC-MEC,PREV,PREV_MEC_BOMBA_ZENIT-ATIX BLUEPRO,MBOM050M5,HOR002,50,Cambio doble sello mecanico bomba 8000H,TEC-MEC,PM01,2.0,2.0,MBOM050M550,HL,,
5728,4561-PU-40862,BOMBA ZENIT-ATEX BLUEPRO 20M3/H,9.0,MBOM050,10016799,13321,MBOM050,M5,TEC-MEC,PREV,PREV_MEC_BOMBA_ZENIT-ATIX BLUEPRO,MBOM050M5,HOR002,50,Cambio doble sello mecanico bomba 8000H,TEC-MEC,PM01,2.0,2.0,MBOM050M550,HL,,
5729,4561-PU-40869,BOMBA ZENIT-ATEX BLUEPRO 20M3/H,9.0,MBOM050,10016803,13325,MBOM050,M5,TEC-MEC,PREV,PREV_MEC_BOMBA_ZENIT-ATIX BLUEPRO,MBOM050M5,HOR002,50,Cambio doble sello mecanico bomba 8000H,TEC-MEC,PM01,2.0,2.0,MBOM050M550,HL,,
5730,4561-PU-40870,BOMBA ZENIT-ATEX BLUEPRO 20M3/H,9.0,MBOM050,10016804,13329,MBOM050,M5,TEC-MEC,PREV,PREV_MEC_BOMBA_ZENIT-ATIX BLUEPRO,MBOM050M5,HOR002,50,Cambio doble sello mecanico bomba 8000H,TEC-MEC,PM01,2.0,2.0,MBOM050M550,HL,,
5731,4561-PU-40877,BOMBA ZENIT-ATEX BLUEPRO 20M3/H,9.0,MBOM050,10016807,13341,MBOM050,M5,TEC-MEC,PREV,PREV_MEC_BOMBA_ZENIT-ATIX BLUEPRO,MBOM050M5,HOR002,50,Cambio doble sello mecanico bomba 8000H,TEC-MEC,PM01,2.0,2.0,MBOM050M550,HL,,
5732,4561-PU-40878,BOMBA ZENIT-ATEX BLUEPRO 20M3/H,9.0,MBOM050,10016808,13345,MBOM050,M5,TEC-MEC,PREV,PREV_MEC_BOMBA_ZENIT-ATIX BLUEPRO,MBOM050M5,HOR002,50,Cambio doble sello mecanico bomba 8000H,TEC-MEC,PM01,2.0,2.0,MBOM050M550,HL,,
5733,4331-PU-40650,BOMBA,9.0,MBOM050,10016828,13362,MBOM050,M5,TEC-MEC,PREV,PREV_MEC_BOMBA_ZENIT-ATIX BLUEPRO,MBOM050M5,HOR002,50,Cambio doble sello mecanico bomba 8000H,TEC-MEC,PM01,2.0,2.0,MBOM050M550,HL,,
5734,4331-PU-40651,BOMBA,9.0,MBOM050,10016829,13366,MBOM050,M5,TEC-MEC,PREV,PREV_MEC_BOMBA_ZENIT-ATIX BLUEPRO,MBOM050M5,HOR002,50,Cambio doble sello mecanico bomba 8000H,TEC-MEC,PM01,2.0,2.0,MBOM050M550,HL,,
5735,4331-PU-40656,BOMBA,9.0,MBOM050,10016830,13370,MBOM050,M5,TEC-MEC,PREV,PREV_MEC_BOMBA_ZENIT-ATIX BLUEPRO,MBOM050M5,HOR002,50,Cambio doble sello mecanico bomba 8000H,TEC-MEC,PM01,2.0,2.0,MBOM050M550,HL,,
5736,4331-PU-40657,BOMBA,9.0,MBOM050,10016831,13374,MBOM050,M5,TEC-MEC,PREV,PREV_MEC_BOMBA_ZENIT-ATIX BLUEPRO,MBOM050M5,HOR002,50,Cambio doble sello mecanico bomba 8000H,TEC-MEC,PM01,2.0,2.0,MBOM050M550,HL,,
5737,4331-PU-40663,BOMBA,9.0,MBOM050,10016834,13378,MBOM050,M5,TEC-MEC,PREV,PREV_MEC_BOMBA_ZENIT-ATIX BLUEPRO,MBOM050M5,HOR002,50,Cambio doble sello mecanico bomba 8000H,TEC-MEC,PM01,2.0,2.0,MBOM050M550,HL,,
5738,4331-PU-40669,BOMBA,7.0,MBOM050,10016836,13386,MBOM050,E4,TEC-ELE,INSP,INSP_ELE_BOMBA_ZENIT-ATIX BLUEPRO,MBOM050E4,CAL001,10,Medicion variables electricas motor 1M,TEC-ELE,PM01,1.0,0.3,MBOM050E410,S3,,
5739,4561-PU-40856,BOMBA ZENIT-ATEX BLUEPRO 20M3/H,9.0,MBOM050,10016796,13309,MBOM050,E4,TEC-ELE,INSP,INSP_ELE_BOMBA_ZENIT-ATIX BLUEPRO,MBOM050E4,CAL001,10,Medicion variables electricas motor 1M,TEC-ELE,PM01,1.0,0.3,MBOM050E410,S3,,
5740,4561-PU-40857,BOMBA ZENIT-ATEX BLUEPRO 20M3/H,9.0,MBOM050,10016797,13313,MBOM050,E4,TEC-ELE,INSP,INSP_ELE_BOMBA_ZENIT-ATIX BLUEPRO,MBOM050E4,CAL001,10,Medicion variables electricas motor 1M,TEC-ELE,PM01,1.0,0.3,MBOM050E410,S3,,
5741,4561-PU-40861,BOMBA ZENIT-ATEX BLUEPRO 20M3/H,9.0,MBOM050,10016798,13317,MBOM050,E4,TEC-ELE,INSP,INSP_ELE_BOMBA_ZENIT-ATIX BLUEPRO,MBOM050E4,CAL001,10,Medicion variables electricas motor 1M,TEC-ELE,PM01,1.0,0.3,MBOM050E410,S3,,
5742,4561-PU-40862,BOMBA ZENIT-ATEX BLUEPRO 20M3/H,9.0,MBOM050,10016799,13321,MBOM050,E4,TEC-ELE,INSP,INSP_ELE_BOMBA_ZENIT-ATIX BLUEPRO,MBOM050E4,CAL001,10,Medicion variables electricas motor 1M,TEC-ELE,PM01,1.0,0.3,MBOM050E410,S3,,
5743,4561-PU-40869,BOMBA ZENIT-ATEX BLUEPRO 20M3/H,9.0,MBOM050,10016803,13325,MBOM050,E4,TEC-ELE,INSP,INSP_ELE_BOMBA_ZENIT-ATIX BLUEPRO,MBOM050E4,CAL001,10,Medicion variables electricas motor 1M,TEC-ELE,PM01,1.0,0.3,MBOM050E410,S3,,
5744,4561-PU-40870,BOMBA ZENIT-ATEX BLUEPRO 20M3/H,9.0,MBOM050,10016804,13329,MBOM050,E4,TEC-ELE,INSP,INSP_ELE_BOMBA_ZENIT-ATIX BLUEPRO,MBOM050E4,CAL001,10,Medicion variables electricas motor 1M,TEC-ELE,PM01,1.0,0.3,MBOM050E410,S3,,
5745,4561-PU-40877,BOMBA ZENIT-ATEX BLUEPRO 20M3/H,9.0,MBOM050,10016807,13341,MBOM050,E4,TEC-ELE,INSP,INSP_ELE_BOMBA_ZENIT-ATIX BLUEPRO,MBOM050E4,CAL001,10,Medicion variables electricas motor 1M,TEC-ELE,PM01,1.0,0.3,MBOM050E410,S3,,
5746,4561-PU-40878,BOMBA ZENIT-ATEX BLUEPRO 20M3/H,9.0,MBOM050,10016808,13345,MBOM050,E4,TEC-ELE,INSP,INSP_ELE_BOMBA_ZENIT-ATIX BLUEPRO,MBOM050E4,CAL001,10,Medicion variables electricas motor 1M,TEC-ELE,PM01,1.0,0.3,MBOM050E410,S3,,
5747,4331-PU-40650,BOMBA,9.0,MBOM050,10016828,13362,MBOM050,E4,TEC-ELE,INSP,INSP_ELE_BOMBA_ZENIT-ATIX BLUEPRO,MBOM050E4,CAL001,10,Medicion variables electricas motor 1M,TEC-ELE,PM01,1.0,0.3,MBOM050E410,S3,,
5748,4331-PU-40651,BOMBA,9.0,MBOM050,10016829,13366,MBOM050,E4,TEC-ELE,INSP,INSP_ELE_BOMBA_ZENIT-ATIX BLUEPRO,MBOM050E4,CAL001,10,Medicion variables electricas motor 1M,TEC-ELE,PM01,1.0,0.3,MBOM050E410,S3,,
5749,4331-PU-40656,BOMBA,9.0,MBOM050,10016830,13370,MBOM050,E4,TEC-ELE,INSP,INSP_ELE_BOMBA_ZENIT-ATIX BLUEPRO,MBOM050E4,CAL001,10,Medicion variables electricas motor 1M,TEC-ELE,PM01,1.0,0.3,MBOM050E410,S3,,
5750,4331-PU-40657,BOMBA,9.0,MBOM050,10016831,13374,MBOM050,E4,TEC-ELE,INSP,INSP_ELE_BOMBA_ZENIT-ATIX BLUEPRO,MBOM050E4,CAL001,10,Medicion variables electricas motor 1M,TEC-ELE,PM01,1.0,0.3,MBOM050E410,S3,,
5751,4331-PU-40663,BOMBA,9.0,MBOM050,10016834,13378,MBOM050,E4,TEC-ELE,INSP,INSP_ELE_BOMBA_ZENIT-ATIX BLUEPRO,MBOM050E4,CAL001,10,Medicion variables electricas motor 1M,TEC-ELE,PM01,1.0,0.3,MBOM050E410,S3,,
5752,4331-PU-40669,BOMBA,7.0,MBOM050,10016836,13386,MBOM050,E5,TEC-ELE,PREV,PREV_ELE_BOMBA_ZENIT-ATIX BLUEPRO,MBOM050E5,HOR002,10,Limpieza exterior de motor 4000H,TEC-ELE,PM01,2.0,0.8,MBOM050E510,HE,,
5753,4561-PU-40856,BOMBA ZENIT-ATEX BLUEPRO 20M3/H,9.0,MBOM050,10016796,13309,MBOM050,E5,TEC-ELE,PREV,PREV_ELE_BOMBA_ZENIT-ATIX BLUEPRO,MBOM050E5,HOR002,10,Limpieza exterior de motor 4000H,TEC-ELE,PM01,2.0,0.8,MBOM050E510,HE,,
5754,4561-PU-40857,BOMBA ZENIT-ATEX BLUEPRO 20M3/H,9.0,MBOM050,10016797,13313,MBOM050,E5,TEC-ELE,PREV,PREV_ELE_BOMBA_ZENIT-ATIX BLUEPRO,MBOM050E5,HOR002,10,Limpieza exterior de motor 4000H,TEC-ELE,PM01,2.0,0.8,MBOM050E510,HE,,
5755,4561-PU-40861,BOMBA ZENIT-ATEX BLUEPRO 20M3/H,9.0,MBOM050,10016798,13317,MBOM050,E5,TEC-ELE,PREV,PREV_ELE_BOMBA_ZENIT-ATIX BLUEPRO,MBOM050E5,HOR002,10,Limpieza exterior de motor 4000H,TEC-ELE,PM01,2.0,0.8,MBOM050E510,HE,,
5756,4561-PU-40862,BOMBA ZENIT-ATEX BLUEPRO 20M3/H,9.0,MBOM050,10016799,13321,MBOM050,E5,TEC-ELE,PREV,PREV_ELE_BOMBA_ZENIT-ATIX BLUEPRO,MBOM050E5,HOR002,10,Limpieza exterior de motor 4000H,TEC-ELE,PM01,2.0,0.8,MBOM050E510,HE,,
5757,4561-PU-40869,BOMBA ZENIT-ATEX BLUEPRO 20M3/H,9.0,MBOM050,10016803,13325,MBOM050,E5,TEC-ELE,PREV,PREV_ELE_BOMBA_ZENIT-ATIX BLUEPRO,MBOM050E5,HOR002,10,Limpieza exterior de motor 4000H,TEC-ELE,PM01,2.0,0.8,MBOM050E510,HE,,
5758,4561-PU-40870,BOMBA ZENIT-ATEX BLUEPRO 20M3/H,9.0,MBOM050,10016804,13329,MBOM050,E5,TEC-ELE,PREV,PREV_ELE_BOMBA_ZENIT-ATIX BLUEPRO,MBOM050E5,HOR002,10,Limpieza exterior de motor 4000H,TEC-ELE,PM01,2.0,0.8,MBOM050E510,HE,,
5759,4561-PU-40877,BOMBA ZENIT-ATEX BLUEPRO 20M3/H,9.0,MBOM050,10016807,13341,MBOM050,E5,TEC-ELE,PREV,PREV_ELE_BOMBA_ZENIT-ATIX BLUEPRO,MBOM050E5,HOR002,10,Limpieza exterior de motor 4000H,TEC-ELE,PM01,2.0,0.8,MBOM050E510,HE,,
5760,4561-PU-40878,BOMBA ZENIT-ATEX BLUEPRO 20M3/H,9.0,MBOM050,10016808,13345,MBOM050,E5,TEC-ELE,PREV,PREV_ELE_BOMBA_ZENIT-ATIX BLUEPRO,MBOM050E5,HOR002,10,Limpieza exterior de motor 4000H,TEC-ELE,PM01,2.0,0.8,MBOM050E510,HE,,
5761,4331-PU-40650,BOMBA,9.0,MBOM050,10016828,13362,MBOM050,E5,TEC-ELE,PREV,PREV_ELE_BOMBA_ZENIT-ATIX BLUEPRO,MBOM050E5,HOR002,10,Limpieza exterior de motor 4000H,TEC-ELE,PM01,2.0,0.8,MBOM050E510,HE,,
5762,4331-PU-40651,BOMBA,9.0,MBOM050,10016829,13366,MBOM050,E5,TEC-ELE,PREV,PREV_ELE_BOMBA_ZENIT-ATIX BLUEPRO,MBOM050E5,HOR002,10,Limpieza exterior de motor 4000H,TEC-ELE,PM01,2.0,0.8,MBOM050E510,HE,,
5763,4331-PU-40656,BOMBA,9.0,MBOM050,10016830,13370,MBOM050,E5,TEC-ELE,PREV,PREV_ELE_BOMBA_ZENIT-ATIX BLUEPRO,MBOM050E5,HOR002,10,Limpieza exterior de motor 4000H,TEC-ELE,PM01,2.0,0.8,MBOM050E510,HE,,
5764,4331-PU-40657,BOMBA,9.0,MBOM050,10016831,13374,MBOM050,E5,TEC-ELE,PREV,PREV_ELE_BOMBA_ZENIT-ATIX BLUEPRO,MBOM050E5,HOR002,10,Limpieza exterior de motor 4000H,TEC-ELE,PM01,2.0,0.8,MBOM050E510,HE,,
5765,4331-PU-40663,BOMBA,9.0,MBOM050,10016834,13378,MBOM050,E5,TEC-ELE,PREV,PREV_ELE_BOMBA_ZENIT-ATIX BLUEPRO,MBOM050E5,HOR002,10,Limpieza exterior de motor 4000H,TEC-ELE,PM01,2.0,0.8,MBOM050E510,HE,,
5766,4331-PU-40669,BOMBA,7.0,MBOM050,10016836,13386,MBOM050,E5,TEC-ELE,PREV,PREV_ELE_BOMBA_ZENIT-ATIX BLUEPRO,MBOM050E5,HOR002,20,Mtto de cable a tierra de motor 8000H,TEC-ELE,PM01,2.0,0.5,MBOM050E520,HL,,
