,GrupoHR,Contador,HRDescripcion,HRPuesto,GPlanificacion,EstadoGlobal,EstadoInstalacion,Estrategia,HRContador,EstrategiaMTTO,pos,Actividades,Puesto,ClaseOT,ACant,AHoras,posHRContador,Frecuencia,Material,MCantidad
2039,10016676,X2,COND_MEC_BOMBA Limpieza y cambio amortig,TEC-MEC,P01,4.0,1.0,HOR002,10016676X2,COND,10,"Limpieza y cambio amortiguador, bladder",TEC-MEC,PM01,2.0,2.0,10016676X210,,3044442,1
2040,10016676,X3,COND_MEC_BOMBA Limpieza y cambio valvula,TEC-MEC,P01,4.0,1.0,HOR002,10016676X3,COND,10,Limpieza y cambio de valvulas,TEC-MEC,PM01,2.0,2.0,10016676X310,,3044434,1
2041,10016676,X3,COND_MEC_BOMBA Limpieza y cambio valvula,TEC-MEC,P01,4.0,1.0,HOR002,10016676X3,COND,10,Limpieza y cambio de valvulas,TEC-MEC,PM01,2.0,2.0,10016676X310,,3044435,1
2042,10016676,X4,COND_MEC_BOMBA Limpieza y cambio bomba ,TEC-MEC,P01,4.0,1.0,HOR002,10016676X4,COND,10,Limpieza y cambio de bomba,TEC-MEC,PM01,2.0,2.0,10016676X410,,3044439,1
2043,10016676,X4,COND_MEC_BOMBA Limpieza y cambio bomba ,TEC-MEC,P01,4.0,1.0,HOR002,10016676X4,COND,10,Limpieza y cambio de bomba,TEC-MEC,PM01,2.0,2.0,10016676X410,,3044440,1
2044,10016676,W1,COND_INS_BOMBA Cambio instrum y valvulas,TEC-INS,P01,4.0,1.0,HOR002,10016676W1,COND,10,Cambio de instrumentos y valvulas,TEC-INS,PM01,2.0,1.0,10016676W110,,,
2045,10016674,X1,COND_MEC_BOMBA Limp cambio de sellos ,TEC-MEC,P01,4.0,1.0,HOR002,10016674X1,COND,10,Limp cambio de sellos en succ y desc,TEC-MEC,PM01,2.0,2.0,10016674X110,,,
2046,10016674,X2,COND_MEC_BOMBA Limpieza y cambio amortig,TEC-MEC,P01,4.0,1.0,HOR002,10016674X2,COND,10,"Limpieza y cambio amortiguador, bladder",TEC-MEC,PM01,2.0,2.0,10016674X210,,3044442,1
2047,10016674,X3,COND_MEC_BOMBA Limpieza y cambio valvula,TEC-MEC,P01,4.0,1.0,HOR002,10016674X3,COND,10,Limpieza y cambio de valvulas,TEC-MEC,PM01,2.0,2.0,10016674X310,,3044434,1
2048,10016674,X3,COND_MEC_BOMBA Limpieza y cambio valvula,TEC-MEC,P01,4.0,1.0,HOR002,10016674X3,COND,10,Limpieza y cambio de valvulas,TEC-MEC,PM01,2.0,2.0,10016674X310,,3044435,1
2049,10016674,X4,COND_MEC_BOMBA Limpieza y cambio bomba ,TEC-MEC,P01,4.0,1.0,HOR002,10016674X4,COND,10,Limpieza y cambio de bomba,TEC-MEC,PM01,2.0,2.0,10016674X410,,3044439,1
2050,10016674,X4,COND_MEC_BOMBA Limpieza y cambio bomba ,TEC-MEC,P01,4.0,1.0,HOR002,10016674X4,COND,10,Limpieza y cambio de bomba,TEC-MEC,PM01,2.0,2.0,10016674X410,,3044440,1
2051,10016674,W1,COND_INS_BOMBA Cambio instrum y valvulas,TEC-INS,P01,4.0,1.0,HOR002,10016674W1,COND,10,Cambio de instrumentos y valvulas,TEC-INS,PM01,2.0,1.0,10016674W110,,,
2052,10016683,X1,COND_MEC_BOMBA Limp cambio de sellos ,TEC-MEC,P01,4.0,1.0,HOR002,10016683X1,COND,10,Limp cambio de sellos en succ y desc,TEC-MEC,PM01,2.0,2.0,10016683X110,,,
2053,10016683,X2,COND_MEC_BOMBA Limpieza y cambio amortig,TEC-MEC,P01,4.0,1.0,HOR002,10016683X2,COND,10,"Limpieza y cambio amortiguador, bladder",TEC-MEC,PM01,2.0,2.0,10016683X210,,3044449,1
2054,10016683,X3,COND_MEC_BOMBA Limpieza y cambio valvula,TEC-MEC,P01,4.0,1.0,HOR002,10016683X3,COND,10,Limpieza y cambio de valvulas,TEC-MEC,PM01,2.0,2.0,10016683X310,,3044446,1
2055,10016683,X3,COND_MEC_BOMBA Limpieza y cambio valvula,TEC-MEC,P01,4.0,1.0,HOR002,10016683X3,COND,10,Limpieza y cambio de valvulas,TEC-MEC,PM01,2.0,2.0,10016683X310,,3044447,1
2056,10016683,X4,COND_MEC_BOMBA Limpieza y cambio bomba ,TEC-MEC,P01,4.0,1.0,HOR002,10016683X4,COND,10,Limpieza y cambio de bomba,TEC-MEC,PM01,2.0,2.0,10016683X410,,3044444,1
2057,10016683,X4,COND_MEC_BOMBA Limpieza y cambio bomba ,TEC-MEC,P01,4.0,1.0,HOR002,10016683X4,COND,10,Limpieza y cambio de bomba,TEC-MEC,PM01,2.0,2.0,10016683X410,,3044445,1
2058,10016683,W1,COND_INS_BOMBA Cambio instrum y valvulas,TEC-INS,P01,4.0,1.0,HOR002,10016683W1,COND,10,Cambio de instrumentos y valvulas,TEC-INS,PM01,2.0,1.0,10016683W110,,,
2059,10016685,X1,COND_MEC_BOMBA Limp cambio de sellos ,TEC-MEC,P01,4.0,1.0,HOR002,10016685X1,COND,10,Limp cambio de sellos en succ y desc,TEC-MEC,PM01,2.0,2.0,10016685X110,,,
2060,10016685,X2,COND_MEC_BOMBA Limpieza y cambio amortig,TEC-MEC,P01,4.0,1.0,HOR002,10016685X2,COND,10,"Limpieza y cambio amortiguador, bladder",TEC-MEC,PM01,2.0,2.0,10016685X210,,3044449,1
2061,10016685,X3,COND_MEC_BOMBA Limpieza y cambio valvula,TEC-MEC,P01,4.0,1.0,HOR002,10016685X3,COND,10,Limpieza y cambio de valvulas,TEC-MEC,PM01,2.0,2.0,10016685X310,,3044446,1
2062,10016685,X3,COND_MEC_BOMBA Limpieza y cambio valvula,TEC-MEC,P01,4.0,1.0,HOR002,10016685X3,COND,10,Limpieza y cambio de valvulas,TEC-MEC,PM01,2.0,2.0,10016685X310,,3044447,1
2063,10016685,X4,COND_MEC_BOMBA Limpieza y cambio bomba ,TEC-MEC,P01,4.0,1.0,HOR002,10016685X4,COND,10,Limpieza y cambio de bomba,TEC-MEC,PM01,2.0,2.0,10016685X410,,3044444,1
2064,10016685,X4,COND_MEC_BOMBA Limpieza y cambio bomba ,TEC-MEC,P01,4.0,1.0,HOR002,10016685X4,COND,10,Limpieza y cambio de bomba,TEC-MEC,PM01,2.0,2.0,10016685X410,,3044445,1
2065,10016685,W1,COND_INS_BOMBA Cambio instrum y valvulas,TEC-INS,P01,4.0,1.0,HOR002,10016685W1,COND,10,Cambio de instrumentos y valvulas,TEC-INS,PM01,2.0,1.0,10016685W110,,,
2066,10016684,X1,COND_MEC_BOMBA Limp cambio de sellos ,TEC-MEC,P01,4.0,1.0,HOR002,10016684X1,COND,10,Limp cambio de sellos en succ y desc,TEC-MEC,PM01,2.0,2.0,10016684X110,,,
2067,10016684,X2,COND_MEC_BOMBA Limpieza y cambio amortig,TEC-MEC,P01,4.0,1.0,HOR002,10016684X2,COND,10,"Limpieza y cambio amortiguador, bladder",TEC-MEC,PM01,2.0,2.0,10016684X210,,3044456,1
2068,10016684,X3,COND_MEC_BOMBA Limpieza y cambio valvula,TEC-MEC,P01,4.0,1.0,HOR002,10016684X3,COND,10,Limpieza y cambio de valvulas,TEC-MEC,PM01,2.0,2.0,10016684X310,,3044453,1
2069,10016684,X3,COND_MEC_BOMBA Limpieza y cambio valvula,TEC-MEC,P01,4.0,1.0,HOR002,10016684X3,COND,10,Limpieza y cambio de valvulas,TEC-MEC,PM01,2.0,2.0,10016684X310,,3044454,1
2070,10016684,X4,COND_MEC_BOMBA Limpieza y cambio bomba ,TEC-MEC,P01,4.0,1.0,HOR002,10016684X4,COND,10,Limpieza y cambio de bomba,TEC-MEC,PM01,2.0,2.0,10016684X410,,3044451,1
2071,10016684,X4,COND_MEC_BOMBA Limpieza y cambio bomba ,TEC-MEC,P01,4.0,1.0,HOR002,10016684X4,COND,10,Limpieza y cambio de bomba,TEC-MEC,PM01,2.0,2.0,10016684X410,,3044452,1
2072,10016684,W1,COND_INS_BOMBA Cambio instrumen y valvul,TEC-INS,P01,4.0,1.0,HOR002,10016684W1,COND,10,Cambio de instrumentos y valvulas bomba,TEC-INS,PM01,2.0,1.0,10016684W110,,,
2073,10016698,X1,COND_MEC_BOMBA Limp cambio de sellos ,TEC-MEC,P01,4.0,1.0,HOR002,10016698X1,COND,10,Limp cambio de sellos en succ y desc,TEC-MEC,PM01,2.0,2.0,10016698X110,,,
2074,10016698,X2,COND_MEC_BOMBA Limpieza y cambio amortig,TEC-MEC,P01,4.0,1.0,HOR002,10016698X2,COND,10,"Limpieza y cambio amortiguador, bladder",TEC-MEC,PM01,2.0,2.0,10016698X210,,3044437,1
2075,10016698,X3,COND_MEC_BOMBA Limpieza y cambio valvula,TEC-MEC,P01,4.0,1.0,HOR002,10016698X3,COND,10,Limpieza y cambio de valvulas,TEC-MEC,PM01,2.0,2.0,10016698X310,,3044434,1
2076,10016698,X3,COND_MEC_BOMBA Limpieza y cambio valvula,TEC-MEC,P01,4.0,1.0,HOR002,10016698X3,COND,10,Limpieza y cambio de valvulas,TEC-MEC,PM01,2.0,2.0,10016698X310,,3044435,1
2077,10016698,X4,COND_MEC_BOMBA Limpieza y cambio bomba ,TEC-MEC,P01,4.0,1.0,HOR002,10016698X4,COND,10,Limpieza y cambio de bomba,TEC-MEC,PM01,2.0,2.0,10016698X410,,3044432,1
2078,10016698,X4,COND_MEC_BOMBA Limpieza y cambio bomba ,TEC-MEC,P01,4.0,1.0,HOR002,10016698X4,COND,10,Limpieza y cambio de bomba,TEC-MEC,PM01,2.0,2.0,10016698X410,,3044433,1
2079,10016698,W1,COND_INS_BOMBA Cambio valvul instrumento,TEC-INS,P01,4.0,1.0,HOR002,10016698W1,COND,10,Cambio de instrumento y valv instrumento,TEC-INS,PM01,2.0,1.0,10016698W110,,,
2080,10016608,X1,COND_MEC_FILTR Cambio de valvula,TEC-MEC,P01,4.0,1.0,HOR002,10016608X1,COND,10,Cambio de valvula diafragma de filtro,TEC-MEC,PM01,2.0,4.0,10016608X110,,,
2081,10016608,X2,COND_MEC_FILTR Reparacion x soldadura,TEC-MEC,P01,4.0,1.0,HOR002,10016608X2,COND,10,Reparacion x soldadura fisuras estructur,TEC-MEC,PM01,3.0,6.0,10016608X210,,,
2082,10016608,X3,COND_MEC_FILTR Cambio de turbina,TEC-MEC,P01,4.0,1.0,HOR002,10016608X3,COND,10,Cambio de turbina de ventilador d filtro,TEC-MEC,PM01,2.0,4.0,10016608X310,,,
2083,10016608,X4,COND_MEC_FILTR Camb acople flexible,TEC-MEC,P01,4.0,1.0,HOR002,10016608X4,COND,10,Camb acople flexible d ventilador filtro,TEC-MEC,PM01,2.0,2.0,10016608X410,,,
2084,10016608,X5,COND_MEC_FILTR Camb rodamientos soport,TEC-MEC,P01,4.0,1.0,HOR002,10016608X5,COND,10,Camb rodamientos soport d eje ventilador,TEC-MEC,PM01,2.0,2.0,10016608X510,,,
2085,10016608,X6,COND_MEC_FILTR Cambio d valvula rotativa,TEC-MEC,P01,4.0,1.0,HOR002,10016608X6,COND,10,Cambio d valvula rotativa de filtro,TEC-MEC,PM01,2.0,2.0,10016608X610,,,
2086,10016608,Y1,COND_ELE_FILTR Camb rodam delantero,TEC-ELE,P01,4.0,1.0,HOR002,10016608Y1,COND,10,Camb rodam delantero d motor ventilador,TEC-ELE,PM01,2.0,5.0,10016608Y110,,,
2087,10016608,Y2,COND_ELE_FILTR Lubric rodam del y pos,TEC-ELE,P01,4.0,1.0,HOR002,10016608Y2,COND,10,Lubric rodam delante y posterior d motor,TEC-ELE,PM01,2.0,0.5,10016608Y210,,,
2088,10016608,Y3,COND_ELE_FILTR Camb rodam delan poste,TEC-ELE,P01,4.0,1.0,HOR002,10016608Y3,COND,10,Camb rodam delan poste d motor valvula,TEC-ELE,PM01,2.0,5.0,10016608Y310,,,
2089,10016608,W1,COND_INS_FILTR Reemplazo de instrumentos,TEC-INS,P01,4.0,1.0,HOR002,10016608W1,COND,10,Reemplazo de instrumentos de filtro,TEC-INS,PM01,2.0,2.0,10016608W110,,,
2090,10016737,X1,COND_MEC_BOMBA Cambio de carcasa d bomba,TEC-MEC,P01,4.0,1.0,HOR002,10016737X1,COND,10,Cambio de carcasa de bomba,TEC-MEC,PM01,3.0,5.0,10016737X110,,3041385,1
2091,10016737,X1,COND_MEC_BOMBA Cambio de carcasa d bomba,TEC-MEC,P01,4.0,1.0,HOR002,10016737X1,COND,10,Cambio de carcasa de bomba,TEC-MEC,PM01,3.0,5.0,10016737X110,,3041383,1
2092,10016737,X1,COND_MEC_BOMBA Cambio de carcasa d bomba,TEC-MEC,P01,4.0,1.0,HOR002,10016737X1,COND,10,Cambio de carcasa de bomba,TEC-MEC,PM01,3.0,5.0,10016737X110,,3041468,1
2093,10016737,X1,COND_MEC_BOMBA Cambio de carcasa d bomba,TEC-MEC,P01,4.0,1.0,HOR002,10016737X1,COND,10,Cambio de carcasa de bomba,TEC-MEC,PM01,3.0,5.0,10016737X110,,3041388,1
2094,10016737,X1,COND_MEC_BOMBA Cambio de carcasa d bomba,TEC-MEC,P01,4.0,1.0,HOR002,10016737X1,COND,10,Cambio de carcasa de bomba,TEC-MEC,PM01,3.0,5.0,10016737X110,,3041387,2
2095,10016737,X2,COND_MEC_BOMBA Cambio de rodamientos,TEC-MEC,P01,4.0,1.0,HOR002,10016737X2,COND,10,Cambio de rodamientos de bomba,TEC-MEC,PM01,2.0,5.0,10016737X210,,3041466,1
2096,10016737,X2,COND_MEC_BOMBA Cambio de rodamientos,TEC-MEC,P01,4.0,1.0,HOR002,10016737X2,COND,10,Cambio de rodamientos de bomba,TEC-MEC,PM01,2.0,5.0,10016737X210,,3041467,1
2097,10016737,X2,COND_MEC_BOMBA Cambio de rodamientos,TEC-MEC,P01,4.0,1.0,HOR002,10016737X2,COND,10,Cambio de rodamientos de bomba,TEC-MEC,PM01,2.0,5.0,10016737X210,,3041475,1
2098,10016737,X2,COND_MEC_BOMBA Cambio de rodamientos,TEC-MEC,P01,4.0,1.0,HOR002,10016737X2,COND,10,Cambio de rodamientos de bomba,TEC-MEC,PM01,2.0,5.0,10016737X210,,3041476,1
2099,10016737,X2,COND_MEC_BOMBA Cambio de rodamientos,TEC-MEC,P01,4.0,1.0,HOR002,10016737X2,COND,10,Cambio de rodamientos de bomba,TEC-MEC,PM01,2.0,5.0,10016737X210,,3041470,1
2100,10016737,X2,COND_MEC_BOMBA Cambio de rodamientos,TEC-MEC,P01,4.0,1.0,HOR002,10016737X2,COND,10,Cambio de rodamientos de bomba,TEC-MEC,PM01,2.0,5.0,10016737X210,,3041471,1
2101,10016737,Y1,COND_ELE_BOMBA Cambio rodamientos motor,TEC-ELE,P01,4.0,1.0,HOR002,10016737Y1,COND,10,Cambio de rodamientos de motor,TEC-ELE,PM01,2.0,4.0,10016737Y110,,,
2102,10016738,X1,COND_MEC_BOMBA Cambio de carcasa d bomba,TEC-MEC,P01,4.0,1.0,HOR002,10016738X1,COND,10,Cambio de carcasa de bomba,TEC-MEC,PM01,3.0,5.0,10016738X110,,3041385,1
2103,10016738,X1,COND_MEC_BOMBA Cambio de carcasa d bomba,TEC-MEC,P01,4.0,1.0,HOR002,10016738X1,COND,10,Cambio de carcasa de bomba,TEC-MEC,PM01,3.0,5.0,10016738X110,,3041383,1
2104,10016738,X1,COND_MEC_BOMBA Cambio de carcasa d bomba,TEC-MEC,P01,4.0,1.0,HOR002,10016738X1,COND,10,Cambio de carcasa de bomba,TEC-MEC,PM01,3.0,5.0,10016738X110,,3041468,1
2105,10016738,X1,COND_MEC_BOMBA Cambio de carcasa d bomba,TEC-MEC,P01,4.0,1.0,HOR002,10016738X1,COND,10,Cambio de carcasa de bomba,TEC-MEC,PM01,3.0,5.0,10016738X110,,3041388,1
2106,10016738,X1,COND_MEC_BOMBA Cambio de carcasa d bomba,TEC-MEC,P01,4.0,1.0,HOR002,10016738X1,COND,10,Cambio de carcasa de bomba,TEC-MEC,PM01,3.0,5.0,10016738X110,,3041387,2
2107,10016738,X2,COND_MEC_BOMBA Cambio de rodamientos,TEC-MEC,P01,4.0,1.0,HOR002,10016738X2,COND,10,Cambio de rodamientos de bomba,TEC-MEC,PM01,2.0,5.0,10016738X210,,3041466,1
2108,10016738,X2,COND_MEC_BOMBA Cambio de rodamientos,TEC-MEC,P01,4.0,1.0,HOR002,10016738X2,COND,10,Cambio de rodamientos de bomba,TEC-MEC,PM01,2.0,5.0,10016738X210,,3041467,1
2109,10016738,X2,COND_MEC_BOMBA Cambio de rodamientos,TEC-MEC,P01,4.0,1.0,HOR002,10016738X2,COND,10,Cambio de rodamientos de bomba,TEC-MEC,PM01,2.0,5.0,10016738X210,,3041475,1
2110,10016738,X2,COND_MEC_BOMBA Cambio de rodamientos,TEC-MEC,P01,4.0,1.0,HOR002,10016738X2,COND,10,Cambio de rodamientos de bomba,TEC-MEC,PM01,2.0,5.0,10016738X210,,3041476,1
2111,10016738,X2,COND_MEC_BOMBA Cambio de rodamientos,TEC-MEC,P01,4.0,1.0,HOR002,10016738X2,COND,10,Cambio de rodamientos de bomba,TEC-MEC,PM01,2.0,5.0,10016738X210,,3041470,1
2112,10016738,X2,COND_MEC_BOMBA Cambio de rodamientos,TEC-MEC,P01,4.0,1.0,HOR002,10016738X2,COND,10,Cambio de rodamientos de bomba,TEC-MEC,PM01,2.0,5.0,10016738X210,,3041471,1
2113,10016738,Y1,COND_ELE_BOMBA Cambio rodamientos motor,TEC-ELE,P01,4.0,1.0,HOR002,10016738Y1,COND,10,Cambio de rodamientos de motor,TEC-ELE,PM01,2.0,4.0,10016738Y110,,,
2114,10016738,W1,COND_INS_BOMBA Cambio de instrumentos,TEC-INS,P01,4.0,1.0,HOR002,10016738W1,COND,10,Cambio instrumentos de bomba,TEC-INS,PM01,1.0,1.0,10016738W110,,,
2115,10016750,X1,COND_MEC_BOMBA Cambio de carcasa d bomba,TEC-MEC,P01,4.0,1.0,HOR002,10016750X1,COND,10,Cambio de carcasa de bomba,TEC-MEC,PM01,3.0,5.0,10016750X110,,3041462,1
2116,10016750,X1,COND_MEC_BOMBA Cambio de carcasa d bomba,TEC-MEC,P01,4.0,1.0,HOR002,10016750X1,COND,10,Cambio de carcasa de bomba,TEC-MEC,PM01,3.0,5.0,10016750X110,,3041380,1
2117,10016750,X1,COND_MEC_BOMBA Cambio de carcasa d bomba,TEC-MEC,P01,4.0,1.0,HOR002,10016750X1,COND,10,Cambio de carcasa de bomba,TEC-MEC,PM01,3.0,5.0,10016750X110,,3041389,1
2118,10016750,X1,COND_MEC_BOMBA Cambio de carcasa d bomba,TEC-MEC,P01,4.0,1.0,HOR002,10016750X1,COND,10,Cambio de carcasa de bomba,TEC-MEC,PM01,3.0,5.0,10016750X110,,3041465,1
2119,10016750,X1,COND_MEC_BOMBA Cambio de carcasa d bomba,TEC-MEC,P01,4.0,1.0,HOR002,10016750X1,COND,10,Cambio de carcasa de bomba,TEC-MEC,PM01,3.0,5.0,10016750X110,,3041382,1
2120,10016750,X2,COND_MEC_BOMBA Cambio de rodamientos,TEC-MEC,P01,4.0,1.0,HOR002,10016750X2,COND,10,Cambio de rodamientos de bomba,TEC-MEC,PM01,2.0,3.0,10016750X210,,3041451,1
2121,10016750,X2,COND_MEC_BOMBA Cambio de rodamientos,TEC-MEC,P01,4.0,1.0,HOR002,10016750X2,COND,10,Cambio de rodamientos de bomba,TEC-MEC,PM01,2.0,3.0,10016750X210,,3041450,1
2122,10016750,X2,COND_MEC_BOMBA Cambio de rodamientos,TEC-MEC,P01,4.0,1.0,HOR002,10016750X2,COND,10,Cambio de rodamientos de bomba,TEC-MEC,PM01,2.0,3.0,10016750X210,,3041458,1
2123,10016750,X2,COND_MEC_BOMBA Cambio de rodamientos,TEC-MEC,P01,4.0,1.0,HOR002,10016750X2,COND,10,Cambio de rodamientos de bomba,TEC-MEC,PM01,2.0,3.0,10016750X210,,3041459,1
2124,10016750,Y1,COND_ELE_BOMBA Cambio rodamientos motor,TEC-ELE,P01,4.0,1.0,HOR002,10016750Y1,COND,10,Cambio de rodamientos de motor,TEC-ELE,PM01,2.0,4.0,10016750Y110,,,
2125,10016750,W1,COND_INS_BOMBA Cambio de instrumentos,TEC-INS,P01,4.0,1.0,HOR002,10016750W1,COND,10,Cambio instrumentos de bomba,TEC-INS,PM01,1.0,1.0,10016750W110,,,
2126,10016751,X1,COND_MEC_BOMBA Cambio de carcasa d bomba,TEC-MEC,P01,4.0,1.0,HOR002,10016751X1,COND,10,Cambio de carcasa de bomba,TEC-MEC,PM01,3.0,5.0,10016751X110,,3041462,1
2127,10016751,X1,COND_MEC_BOMBA Cambio de carcasa d bomba,TEC-MEC,P01,4.0,1.0,HOR002,10016751X1,COND,10,Cambio de carcasa de bomba,TEC-MEC,PM01,3.0,5.0,10016751X110,,3041380,1
2128,10016751,X1,COND_MEC_BOMBA Cambio de carcasa d bomba,TEC-MEC,P01,4.0,1.0,HOR002,10016751X1,COND,10,Cambio de carcasa de bomba,TEC-MEC,PM01,3.0,5.0,10016751X110,,3041389,1
2129,10016751,X1,COND_MEC_BOMBA Cambio de carcasa d bomba,TEC-MEC,P01,4.0,1.0,HOR002,10016751X1,COND,10,Cambio de carcasa de bomba,TEC-MEC,PM01,3.0,5.0,10016751X110,,3041465,1
2130,10016751,X1,COND_MEC_BOMBA Cambio de carcasa d bomba,TEC-MEC,P01,4.0,1.0,HOR002,10016751X1,COND,10,Cambio de carcasa de bomba,TEC-MEC,PM01,3.0,5.0,10016751X110,,3041382,1
2131,10016751,X2,COND_MEC_BOMBA Cambio de rodamientos,TEC-MEC,P01,4.0,1.0,HOR002,10016751X2,COND,10,Cambio de rodamientos de bomba,TEC-MEC,PM01,2.0,3.0,10016751X210,,3041451,1
2132,10016751,X2,COND_MEC_BOMBA Cambio de rodamientos,TEC-MEC,P01,4.0,1.0,HOR002,10016751X2,COND,10,Cambio de rodamientos de bomba,TEC-MEC,PM01,2.0,3.0,10016751X210,,3041450,1
2133,10016751,X2,COND_MEC_BOMBA Cambio de rodamientos,TEC-MEC,P01,4.0,1.0,HOR002,10016751X2,COND,10,Cambio de rodamientos de bomba,TEC-MEC,PM01,2.0,3.0,10016751X210,,3041458,1
2134,10016751,X2,COND_MEC_BOMBA Cambio de rodamientos,TEC-MEC,P01,4.0,1.0,HOR002,10016751X2,COND,10,Cambio de rodamientos de bomba,TEC-MEC,PM01,2.0,3.0,10016751X210,,3041459,1
2135,10016751,Y1,COND_ELE_BOMBA Cambio rodamientos motor,TEC-ELE,P01,4.0,1.0,HOR002,10016751Y1,COND,10,Cambio de rodamientos de motor,TEC-ELE,PM01,2.0,4.0,10016751Y110,,,
2136,10016751,W1,COND_INS_BOMBA Cambio de instrumentos,TEC-INS,P01,4.0,1.0,HOR002,10016751W1,COND,10,Cambio instrumentos de bomba,TEC-INS,PM01,1.0,1.0,10016751W110,,,
2137,10016754,X1,COND_MEC_BOMBA Cambio de acople d acople,TEC-MEC,P01,4.0,1.0,HOR002,10016754X1,COND,10,Cambio de acople de acople de boma,TEC-MEC,PM01,2.0,2.0,10016754X110,,,
2138,10016754,X2,COND_MEC_BOMBA Cambio de carcasa de boma,TEC-MEC,P01,4.0,1.0,HOR002,10016754X2,COND,10,Cambio de carcasa de boma,TEC-MEC,PM01,2.0,2.0,10016754X210,,,
2139,10016754,X3,COND_MEC_BOMBA Cambio de sello mecanico,TEC-MEC,P01,4.0,1.0,HOR002,10016754X3,COND,10,Cambio de sello mecanico de boma,TEC-MEC,PM01,2.0,2.0,10016754X310,,,
2140,10016754,X4,COND_MEC_BOMBA Cambio de base de boma,TEC-MEC,P01,4.0,1.0,HOR002,10016754X4,COND,10,Cambio de base de boma,TEC-MEC,PM01,2.0,2.0,10016754X410,,,
2141,10016754,W1,COND_INS_BOMBA Cambio de instrumentos,TEC-INS,P01,4.0,1.0,HOR002,10016754W1,COND,10,Cambio de instrumentos de boma,TEC-INS,PM01,2.0,2.0,10016754W110,,,
2142,10016741,X1,COND_MEC_BOMBA Cambio de carcasa d bomba,TEC-MEC,P01,4.0,1.0,HOR002,10016741X1,COND,10,Cambio de carcasa de bomba,TEC-MEC,PM01,3.0,5.0,10016741X110,,3041516,1
2143,10016741,X1,COND_MEC_BOMBA Cambio de carcasa d bomba,TEC-MEC,P01,4.0,1.0,HOR002,10016741X1,COND,10,Cambio de carcasa de bomba,TEC-MEC,PM01,3.0,5.0,10016741X110,,3041396,1
2144,10016741,X1,COND_MEC_BOMBA Cambio de carcasa d bomba,TEC-MEC,P01,4.0,1.0,HOR002,10016741X1,COND,10,Cambio de carcasa de bomba,TEC-MEC,PM01,3.0,5.0,10016741X110,,3041391,1
2145,10016741,X1,COND_MEC_BOMBA Cambio de carcasa d bomba,TEC-MEC,P01,4.0,1.0,HOR002,10016741X1,COND,10,Cambio de carcasa de bomba,TEC-MEC,PM01,3.0,5.0,10016741X110,,3041518,1
2146,10016741,X1,COND_MEC_BOMBA Cambio de carcasa d bomba,TEC-MEC,P01,4.0,1.0,HOR002,10016741X1,COND,10,Cambio de carcasa de bomba,TEC-MEC,PM01,3.0,5.0,10016741X110,,3041399,1
2147,10016741,X2,COND_MEC_BOMBA Cambio de rodamientos,TEC-MEC,P01,4.0,1.0,HOR002,10016741X2,COND,10,Cambio de rodamientos de bomba,TEC-MEC,PM01,2.0,3.0,10016741X210,,3041466,1
2148,10016741,X2,COND_MEC_BOMBA Cambio de rodamientos,TEC-MEC,P01,4.0,1.0,HOR002,10016741X2,COND,10,Cambio de rodamientos de bomba,TEC-MEC,PM01,2.0,3.0,10016741X210,,3041390,1
2149,10016741,X2,COND_MEC_BOMBA Cambio de rodamientos,TEC-MEC,P01,4.0,1.0,HOR002,10016741X2,COND,10,Cambio de rodamientos de bomba,TEC-MEC,PM01,2.0,3.0,10016741X210,,3041393,1
2150,10016741,X2,COND_MEC_BOMBA Cambio de rodamientos,TEC-MEC,P01,4.0,1.0,HOR002,10016741X2,COND,10,Cambio de rodamientos de bomba,TEC-MEC,PM01,2.0,3.0,10016741X210,,3041470,1
2151,10016741,Y1,COND_ELE_BOMBA Cambio rodamientos motor,TEC-ELE,P01,4.0,1.0,HOR002,10016741Y1,COND,10,Cambio de rodamientos de motor,TEC-ELE,PM01,2.0,4.0,10016741Y110,,,
2152,10016741,W1,COND_INS_BOMBA Cambio de instrumentos,TEC-INS,P01,4.0,1.0,HOR002,10016741W1,COND,10,Cambio instrumentos de bomba,TEC-INS,PM01,1.0,1.0,10016741W110,,,
2153,10016915,X1,COND_MEC_BOMBA Cambio de acople,TEC-MEC,P01,4.0,1.0,HOR002,10016915X1,COND,10,Cambio de acople de bomba,TEC-MEC,PM01,2.0,1.0,10016915X110,,,
2154,10016915,X2,COND_MEC_BOMBA Cambio de carcasa d bomba,TEC-MEC,P01,4.0,1.0,HOR002,10016915X2,COND,10,Cambio de carcasa de bomba,TEC-MEC,PM01,3.0,3.0,10016915X210,,,
2155,10016915,X3,COND_MEC_BOMBA Cambio de impulsor,TEC-MEC,P01,4.0,1.0,HOR002,10016915X3,COND,10,Cambio de impulsor de bomba,TEC-MEC,PM01,3.0,4.0,10016915X310,,3047094,1
2156,10016915,X4,COND_MEC_BOMBA Camb sellos orings juntas,TEC-MEC,P01,4.0,1.0,HOR002,10016915X4,COND,10,Cambio sellos orings juntas de bomba,TEC-MEC,PM01,2.0,3.0,10016915X410,,,
2157,10016915,X5,COND_MEC_BOMBA Cambio de rodamientos,TEC-MEC,P01,4.0,1.0,HOR002,10016915X5,COND,10,Cambio de rodamientos de bomba,TEC-MEC,PM01,3.0,5.0,10016915X510,,3047096,1
