,pos,Actividades,Puesto,ClaseOT,ACant,AHoras,HRContador,posHRContador,Frecuencia
2130,10,Cambio de rodamientos de motor,TEC-ELE,PM01,2.0,5.0,10016933Y1,10016933Y110,
2131,10,Cambio instrumentos de bomba,TEC-INS,PM01,1.0,1.0,10016933W1,10016933W110,
2132,10,Cambio sellos y juntas de bomba,TEC-MEC,PM01,2.0,2.0,10016934X1,10016934X110,
2133,10,Cambio de rodamientos de bomba,TEC-MEC,PM01,2.0,3.0,10016934X2,10016934X210,
2134,10,Cambio de rodamientos de motor,TEC-ELE,PM01,2.0,5.0,10016934Y1,10016934Y110,
2135,10,Cambio instrumentos de bomba,TEC-INS,PM01,1.0,1.0,10016934W1,10016934W110,
2136,10,Cambio sellos y juntas de bomba,TEC-MEC,PM01,2.0,2.0,10016935X1,10016935X110,
2137,10,Cambio de rodamientos de bomba,TEC-MEC,PM01,2.0,3.0,10016935X2,10016935X210,
2138,10,Cambio de rodamientos de motor,TEC-ELE,PM01,2.0,5.0,10016935Y1,10016935Y110,
2139,10,Cambio instrumentos de bomba,TEC-INS,PM01,1.0,1.0,10016935W1,10016935W110,
2140,10,Cambio sellos y juntas de bomba,TEC-MEC,PM01,2.0,2.0,10016936X1,10016936X110,
2141,10,Cambio de rodamientos de bomba,TEC-MEC,PM01,2.0,3.0,10016936X2,10016936X210,
2142,10,Cambio de rodamientos de motor,TEC-ELE,PM01,2.0,5.0,10016936Y1,10016936Y110,
2143,10,Cambio instrumentos de bomba,TEC-INS,PM01,1.0,1.0,10016936W1,10016936W110,
2144,10,Cambio sellos y juntas de bomba,TEC-MEC,PM01,2.0,2.0,10016937X1,10016937X110,
2145,10,Cambio de rodamientos de bomba,TEC-MEC,PM01,2.0,3.0,10016937X2,10016937X210,
2146,10,Cambio de rodamientos de motor,TEC-ELE,PM01,2.0,5.0,10016937Y1,10016937Y110,
2147,10,Cambio instrumentos de bomba,TEC-INS,PM01,1.0,1.0,10016937W1,10016937W110,
2148,10,Cambio sellos y juntas de bomba,TEC-MEC,PM01,2.0,2.0,10016938X1,10016938X110,
2149,10,Cambio de rodamientos de bomba,TEC-MEC,PM01,2.0,3.0,10016938X2,10016938X210,
2150,10,Cambio de rodamientos de motor,TEC-ELE,PM01,2.0,5.0,10016938Y1,10016938Y110,
2151,10,Cambio instrumentos de bomba,TEC-INS,PM01,1.0,1.0,10016938W1,10016938W110,
2152,10,Cambio sellos y juntas de bomba,TEC-MEC,PM01,2.0,2.0,10016939X1,10016939X110,
2153,10,Cambio de rodamientos de bomba,TEC-MEC,PM01,2.0,3.0,10016939X2,10016939X210,
2154,10,Cambio de rodamientos de motor,TEC-ELE,PM01,2.0,5.0,10016939Y1,10016939Y110,
2155,10,Cambio instrumentos de bomba,TEC-INS,PM01,1.0,1.0,10016939W1,10016939W110,
2156,10,Cambio sellos y juntas de bomba,TEC-MEC,PM01,2.0,2.0,10016940X1,10016940X110,
2157,10,Cambio de rodamientos de bomba,TEC-MEC,PM01,2.0,3.0,10016940X2,10016940X210,
2158,10,Cambio de rodamientos de motor,TEC-ELE,PM01,2.0,5.0,10016940Y1,10016940Y110,
2159,10,Cambio instrumentos de bomba,TEC-INS,PM01,1.0,1.0,10016940W1,10016940W110,
2160,10,Cambio sellos y juntas de bomba,TEC-MEC,PM01,2.0,2.0,10016941X1,10016941X110,
2161,10,Cambio de rodamientos de bomba,TEC-MEC,PM01,2.0,3.0,10016941X2,10016941X210,
2162,10,Cambio de rodamientos de motor,TEC-ELE,PM01,2.0,5.0,10016941Y1,10016941Y110,
2163,10,Cambio instrumentos de bomba,TEC-INS,PM01,1.0,1.0,10016941W1,10016941W110,
2164,10,Cambio sellos y juntas de bomba,TEC-MEC,PM01,2.0,2.0,10016942X1,10016942X110,
2165,10,Cambio de rodamientos de bomba,TEC-MEC,PM01,2.0,3.0,10016942X2,10016942X210,
2166,10,Cambio de rodamientos de motor,TEC-ELE,PM01,2.0,5.0,10016942Y1,10016942Y110,
2167,10,Cambio instrumentos de bomba,TEC-INS,PM01,1.0,1.0,10016942W1,10016942W110,
2168,10,Inspeccion general bomba 660H,TEC-MEC,PM01,2.0,1.1,MBOM053M1,MBOM053M110,H4
2169,10,Inspeccion menor del reductor bomba 660H,TEC-MEC,PM01,2.0,0.5,MBOM053M2,MBOM053M210,H4
2170,20,Inspeccion y mtto menor reductor 4000H,TEC-MEC,PM01,2.0,2.3,MBOM053M2,MBOM053M220,HE
2171,30,Cambio de aceite porta rodamiento 4000H,TEC-MEC,PM01,2.0,2.0,MBOM053M2,MBOM053M230,HE
2172,40,Cambio empaques estator de bomba 4000H,TEC-MEC,PM01,2.0,1.0,MBOM053M2,MBOM053M240,HE
2173,50,Mtto menor del rotor de bomba 4000H,TEC-MEC,PM01,2.0,2.0,MBOM053M2,MBOM053M250,HE
2174,60,Mtto general estator 8000H,TEC-MEC,PM01,2.0,5.0,MBOM053M2,MBOM053M260,HL
2175,10,Inspeccion general de motor 1M,TEC-ELE,PM01,2.0,0.5,MBOM053E1,MBOM053E110,S3
2176,10,Limpieza superficie motor elec 2000H,TEC-ELE,PM01,2.0,0.5,MBOM053E2,MBOM053E210,HA
2177,20,Mtto menor motor electrico bomba 8000H,TEC-ELE,PM01,2.0,2.5,MBOM053E2,MBOM053E220,HL
2178,10,"Monitoreo vibracio, temp reductor 2000H",TEC-PRD,PM01,1.0,0.5,MBOM053P1,MBOM053P110,HA
2179,20,Monitoreo vibracion y temp porta 2000H,TEC-PRD,PM01,1.0,0.5,MBOM053P1,MBOM053P120,HA
2180,10,Inspeccion de instrumentos de bomba 1M,TEC-INS,PM01,2.0,0.5,MBOM053I3,MBOM053I310,S3
2181,10,Limpieza de instrumentos de bomba 4000H,TEC-INS,PM01,2.0,2.0,MBOM053I4,MBOM053I410,HE
2182,20,Calibracion instrumento transmisor 4000H,TEC-INS,PM01,2.0,1.0,MBOM053I4,MBOM053I420,HE
2183,10,Mtto menor de reductor de bomba 4000H,TEC-MEC,PM01,2.0,0.3,MBOM054M1,MBOM054M110,HE
2184,20,Inspeccion general bomba 660H,TEC-MEC,PM01,2.0,1.0,MBOM054M1,MBOM054M120,H4
2185,10,Cambio aceite de reductor bomba 4000H,TEC-MEC,PM01,2.0,2.0,MBOM054M2,MBOM054M210,HE
2186,20,Cambio aceite porta rodamiento 4000H,TEC-MEC,PM01,2.0,2.0,MBOM054M2,MBOM054M220,HE
2187,30,Cambio de empaques estator bomba 4000H,TEC-MEC,PM01,2.0,1.0,MBOM054M2,MBOM054M230,HE
2188,40,Mtto menor de rotor de bomba 4000H,TEC-MEC,PM01,2.0,2.0,MBOM054M2,MBOM054M240,HE
2189,50,Mtto general estator 8000H,TEC-MEC,PM01,2.0,5.0,MBOM054M2,MBOM054M250,HL
2190,10,Inspeccion general motor electrico 1M,TEC-ELE,PM01,2.0,0.5,MBOM054E1,MBOM054E110,S3
2191,10,Mtto menor motor electrico bomba 1500H,TEC-ELE,PM01,2.0,2.0,MBOM054E2,MBOM054E210,H9
2192,10,Inspeccion de instrumentos de bomba 1M,TEC-INS,PM01,2.0,0.5,MBOM054I1,MBOM054I110,S3
2193,10,Mtto menor instrumentos de bomba 4000H,TEC-INS,PM01,2.0,2.0,MBOM054I2,MBOM054I210,HE
2194,20,Calibracion instrumento transmisor 4000H,TEC-INS,PM01,2.0,1.0,MBOM054I2,MBOM054I220,HE
2195,10,Monitoreo de reductor de bomba 1500H,TEC-PRD,PM01,1.0,0.5,MBOM054P1,MBOM054P110,H9
2196,20,Inspeccion porta rodamiento bomba 660H,TEC-PRD,PM01,1.0,0.3,MBOM054P1,MBOM054P120,H4
2197,30,Monitoreo porta rodamiento bomba 1500H,TEC-PRD,PM01,1.0,0.5,MBOM054P1,MBOM054P130,H9
2198,10,Inspeccion instrumentos rotor bomba 1M,TEC-INS,PM01,2.0,0.5,MBOM054I3,MBOM054I310,S3
2199,10,Mtto menor instrumentos de bomba 4000H,TEC-INS,PM01,2.0,2.0,MBOM054I4,MBOM054I410,HE
2200,20,Calibracion reductor transmisores 4000H,TEC-INS,PM01,2.0,1.0,MBOM054I4,MBOM054I420,HE
2201,10,Inspeccion de acoplamiento 4000H,TEC-MEC,PM01,2.0,3.0,MBOM055M1,MBOM055M110,HE
2202,20,Inspeccion general bomba 660H,TEC-MEC,PM01,2.0,0.8,MBOM055M1,MBOM055M120,H4
2203,30,Inspeccion general bomba 2000H,TEC-MEC,PM01,2.0,2.0,MBOM055M1,MBOM055M130,HA
2204,10,Monit temperatura caja engranaje 660H,TEC-MEC,PM01,1.0,0.5,MBOM055M2,MBOM055M210,H4
2205,20,Cambio de aceite del engranaje 4000H,TEC-MEC,PM01,2.0,2.0,MBOM055M2,MBOM055M220,HE
2206,30,Comprobar ajuste tornillos cabezal 2000H,TEC-MEC,PM01,2.0,0.5,MBOM055M2,MBOM055M230,HA
2207,40,Cambio de diafragma de bomba 4000H,TEC-MEC,PM01,2.0,3.0,MBOM055M2,MBOM055M240,HE
2208,10,Inspeccion general de motor 1M,TEC-ELE,PM01,2.0,0.5,MBOM055E1,MBOM055E110,S3
2209,10,Mtto preventivo variador velocidad 4000H,TEC-ELE,PM01,2.0,2.0,MBOM055E2,MBOM055E210,HE
2210,20,Mtto general motor 2000H,TEC-ELE,PM01,2.0,2.0,MBOM055E2,MBOM055E220,HA
2211,10,Inspeccionar el estado componente 1M,TEC-INS,PM01,2.0,0.5,MBOM055I1,MBOM055I110,S3
2212,10,Cambio sensor ruptura diafragma 4000H,TEC-INS,PM01,2.0,3.0,MBOM055I2,MBOM055I210,HE
2213,20,Limpieza y mantto de instrumentos 4000H,TEC-INS,PM01,2.0,2.0,MBOM055I2,MBOM055I220,HE
2214,10,Inspeccion del estado componentes 1M,TEC-INS,PM01,2.0,0.5,MBOM055I3,MBOM055I310,S3
2215,10,Cambio sensor ruptura diafragma 4000H,TEC-INS,PM01,2.0,3.0,MBOM055I4,MBOM055I410,HE
2216,20,Limpieza y mantenimien instrumento 4000H,TEC-INS,PM01,2.0,2.0,MBOM055I4,MBOM055I420,HE
2217,10,Inspeccion el estado de componente 1M,TEC-INS,PM01,2.0,0.5,MBOM055I5,MBOM055I510,S3
2218,10,Cambio sensor ruptura diafragma 4000H,TEC-INS,PM01,2.0,3.0,MBOM055I6,MBOM055I610,HE
2219,20,Limpieza y mantto de instrumentos 4000H,TEC-INS,PM01,2.0,2.0,MBOM055I6,MBOM055I620,HE
2220,10,Inspeccion del estado de componente 1M,TEC-INS,PM01,2.0,0.5,MBOM055I7,MBOM055I710,S3
2221,10,Cambio sensor ruptura diafragma 4000H,TEC-INS,PM01,2.0,3.0,MBOM055I8,MBOM055I810,HE
2222,20,Limpieza y mantto de instrumentos 4000H,TEC-INS,PM01,2.0,2.0,MBOM055I8,MBOM055I820,HE
2223,10,Inspeccion el estado de componentes 1M,TEC-INS,PM01,2.0,0.5,MBOM055I9,MBOM055I910,S3
2224,10,Cambio sensor ruptura diafragma 4000H,TEC-INS,PM01,2.0,3.0,MBOM055IA,MBOM055IA10,HE
2225,20,Limpieza y mtto de instrumentos 4000H,TEC-INS,PM01,2.0,2.0,MBOM055IA,MBOM055IA20,HE
2226,10,Inspeccion de acoplamiento 4000H,TEC-MEC,PM01,2.0,3.0,MBOM056M1,MBOM056M110,HE
2227,20,Inspeccion general bomba 660H,TEC-MEC,PM01,2.0,0.8,MBOM056M1,MBOM056M120,H4
2228,30,Inspeccion general bomba 2000H,TEC-MEC,PM01,2.0,2.0,MBOM056M1,MBOM056M130,HA
2229,10,Monit temperatura caja engranaje 660H,TEC-MEC,PM01,1.0,0.5,MBOM056M2,MBOM056M210,H4
2230,20,Cambio de aceite del engranaje 4000H,TEC-MEC,PM01,2.0,2.0,MBOM056M2,MBOM056M220,HE
2231,30,Comprobar ajuste tornillos cabezal 2000H,TEC-MEC,PM01,2.0,0.5,MBOM056M2,MBOM056M230,HA
2232,40,Cambio de diafragma de bomba 4000H,TEC-MEC,PM01,2.0,3.0,MBOM056M2,MBOM056M240,HE
2233,10,Inspeccion general de motor 1M,TEC-ELE,PM01,2.0,0.5,MBOM056E1,MBOM056E110,S3
2234,10,Mtto preventivo variador velocidad 4000H,TEC-ELE,PM01,2.0,2.0,MBOM056E2,MBOM056E210,HE
2235,20,Mtto general motor 2000H,TEC-ELE,PM01,2.0,2.0,MBOM056E2,MBOM056E220,HA
2236,10,Inspeccion del estado de componente 1M,TEC-INS,PM01,2.0,0.5,MBOM056I1,MBOM056I110,S3
2237,10,Cambio sensor ruptura diafragma 4000H,TEC-INS,PM01,2.0,3.0,MBOM056I2,MBOM056I210,HE
2238,20,Limpieza y Mantenimiento instrumen 4000H,TEC-INS,PM01,2.0,2.0,MBOM056I2,MBOM056I220,HE
2239,10,Inspeccion del estado de componente 1M,TEC-INS,PM01,2.0,0.5,MBOM056I3,MBOM056I310,S3
2240,10,Cambio sensor ruptura diafragma 4000H,TEC-INS,PM01,2.0,3.0,MBOM056I4,MBOM056I410,HE
2241,20,Limpieza y Mtto instrumentos 4000H,TEC-INS,PM01,2.0,2.0,MBOM056I4,MBOM056I420,HE
2242,10,Inspeccion de acoplamiento 4000H,TEC-MEC,PM01,2.0,3.0,MBOM057M1,MBOM057M110,HE
2243,20,Inspeccion general bomba 660H,TEC-MEC,PM01,2.0,0.8,MBOM057M1,MBOM057M120,H4
2244,30,Inspeccion general bomba 2000H,TEC-MEC,PM01,2.0,2.0,MBOM057M1,MBOM057M130,HA
2245,10,Monit temperatura caja engranaje 660H,TEC-MEC,PM01,1.0,0.5,MBOM057M2,MBOM057M210,H4
2246,20,Cambio de aceite del engranaje 4000H,TEC-MEC,PM01,2.0,2.0,MBOM057M2,MBOM057M220,HE
2247,30,Comprobar ajuste tornillos cabezal 2000H,TEC-MEC,PM01,2.0,0.5,MBOM057M2,MBOM057M230,HA
2248,40,Cambio de diafragma de bomba 4000H,TEC-MEC,PM01,2.0,3.0,MBOM057M2,MBOM057M240,HE
2249,10,Inspeccion general de motor 1M,TEC-ELE,PM01,2.0,0.5,MBOM057E1,MBOM057E110,S3
2250,10,Mtto preventivo variador velocidad 4000H,TEC-ELE,PM01,2.0,2.0,MBOM057E2,MBOM057E210,HE
2251,20,Mtto general motor 2000H,TEC-ELE,PM01,2.0,2.0,MBOM057E2,MBOM057E220,HA
2252,10,Inspeccion del estado de componente 1M,TEC-INS,PM01,2.0,0.5,MBOM057I1,MBOM057I110,S3
2253,10,Cambio sensor ruptura diafragma 4000H,TEC-INS,PM01,2.0,3.0,MBOM057I2,MBOM057I210,HE
2254,20,Limpieza y mtto de instrumento 4000H,TEC-INS,PM01,2.0,2.0,MBOM057I2,MBOM057I220,HE
2255,10,Inspeccion de acoplamiento 4000H,TEC-MEC,PM01,2.0,3.0,MBOM058M1,MBOM058M110,HE
2256,20,Inspeccion general bomba 660H,TEC-MEC,PM01,2.0,0.8,MBOM058M1,MBOM058M120,H4
2257,30,Inspeccion general bomba 2000H,TEC-MEC,PM01,2.0,2.0,MBOM058M1,MBOM058M130,HA
2258,10,Monit temperatura caja engranaje 660H,TEC-MEC,PM01,1.0,0.5,MBOM058M2,MBOM058M210,H4
2259,20,Cambio de aceite d caja engranaje 4000H,TEC-MEC,PM01,2.0,2.0,MBOM058M2,MBOM058M220,HE
2260,30,Comprobar ajuste tornillos cabezal 2000H,TEC-MEC,PM01,2.0,0.5,MBOM058M2,MBOM058M230,HA
2261,40,Cambio de diafragma de bomba 4000H,TEC-MEC,PM01,2.0,3.0,MBOM058M2,MBOM058M240,HE
2262,10,Inspeccion general de motor 1M,TEC-ELE,PM01,2.0,0.5,MBOM058E1,MBOM058E110,S3
2263,10,Mtto preventivo variador velocidad 4000H,TEC-ELE,PM01,2.0,2.0,MBOM058E2,MBOM058E210,HE
2264,20,Mtto general motor 2000H,TEC-ELE,PM01,2.0,2.0,MBOM058E2,MBOM058E220,HA
2265,10,Inspeccion del estado de componente 1M,TEC-INS,PM01,2.0,0.5,MBOM058I1,MBOM058I110,S3
2266,10,Cambio sensor ruptura diafragma 4000H,TEC-INS,PM01,2.0,3.0,MBOM058I2,MBOM058I210,HE
2267,20,Limpieza y mtto de instrumentos 4000H,TEC-INS,PM01,2.0,2.0,MBOM058I2,MBOM058I220,HE
2268,10,Inspeccion el estado de componentes 1M,TEC-INS,PM01,2.0,0.5,MBOM058I3,MBOM058I310,S3
2269,10,Cambio sensor ruptura diafragma 4000H,TEC-INS,PM01,2.0,3.0,MBOM058I4,MBOM058I410,HE
2270,20,Limpieza y mtto de instrumentos 4000H,TEC-INS,PM01,2.0,2.0,MBOM058I4,MBOM058I420,HE
2271,10,Inspeccion de acoplamiento 4000H,TEC-MEC,PM01,2.0,3.0,MBOM059M1,MBOM059M110,HE
2272,20,Inspeccion general bomba 660H,TEC-MEC,PM01,2.0,0.8,MBOM059M1,MBOM059M120,H4
2273,30,Inspeccion general bomba 2000H,TEC-MEC,PM01,2.0,2.0,MBOM059M1,MBOM059M130,HA
2274,10,Monit temperatura caja engranaje 660H,TEC-MEC,PM01,1.0,0.5,MBOM059M2,MBOM059M210,H4
2275,20,Cambio de aceite del engranaje 4000H,TEC-MEC,PM01,2.0,2.0,MBOM059M2,MBOM059M220,HE
2276,30,Comprobar ajuste tornillos cabezal 2000H,TEC-MEC,PM01,2.0,0.5,MBOM059M2,MBOM059M230,HA
2277,40,Cambio de diafragma de bomba 4000H,TEC-MEC,PM01,2.0,3.0,MBOM059M2,MBOM059M240,HE
2278,10,Inspeccion general de motor 1M,TEC-ELE,PM01,2.0,0.5,MBOM059E1,MBOM059E110,S3
2279,10,Mtto preventivo variador velocidad 4000H,TEC-ELE,PM01,2.0,2.0,MBOM059E2,MBOM059E210,HE
2280,20,Mtto general motor 2000H,TEC-ELE,PM01,2.0,2.0,MBOM059E2,MBOM059E220,HA
2281,10,Inspeccion el estado de componentes 1M,TEC-INS,PM01,2.0,0.5,MBOM059I1,MBOM059I110,S3
2282,10,Cambio sensor ruptura diafragma 4000H,TEC-INS,PM01,2.0,3.0,MBOM059I2,MBOM059I210,HE
2283,20,Limpieza y mtto de instrumentos 4000H,TEC-INS,PM01,2.0,2.0,MBOM059I2,MBOM059I220,HE
2284,10,Inspeccion de acoplamiento 4000H,TEC-MEC,PM01,2.0,3.0,MBOM060M1,MBOM060M110,HE
2285,20,Inspeccion general bomba 660H,TEC-MEC,PM01,2.0,0.8,MBOM060M1,MBOM060M120,H4
2286,30,Inspeccion general bomba 2000H,TEC-MEC,PM01,2.0,2.0,MBOM060M1,MBOM060M130,HA
2287,10,Monit temperatura caja engranaje 660H,TEC-MEC,PM01,1.0,0.5,MBOM060M2,MBOM060M210,H4
2288,20,Cambio de aceite caja d engranaje 4000H,TEC-MEC,PM01,2.0,2.0,MBOM060M2,MBOM060M220,HE
2289,30,Comprobar ajuste tornillos cabezal 2000H,TEC-MEC,PM01,2.0,0.5,MBOM060M2,MBOM060M230,HA
2290,40,Cambio de diafragma de bomba 4000H,TEC-MEC,PM01,2.0,3.0,MBOM060M2,MBOM060M240,HE
2291,10,Inspeccion general de motor 1M,TEC-ELE,PM01,2.0,0.5,MBOM060E1,MBOM060E110,S3
2292,10,Mtto preventivo variador velocidad 4000H,TEC-ELE,PM01,2.0,2.0,MBOM060E2,MBOM060E210,HE
2293,20,Mtto general motor 2000H,TEC-ELE,PM01,2.0,2.0,MBOM060E2,MBOM060E220,HA
2294,10,Inspec estado component instrument 1M,TEC-INS,PM01,2.0,0.5,MBOM060I1,MBOM060I110,S3
2295,10,Cambio sensor ruptura diafragma 4000H,TEC-INS,PM01,2.0,3.0,MBOM060I2,MBOM060I210,HE
2296,20,Limpieza y mtto instrumento bomba 4000H,TEC-INS,PM01,2.0,2.0,MBOM060I2,MBOM060I220,HE
2297,10,Insp vibr y temperatura d turbina 1500H,TEC-MEC,PM01,1.0,1.0,MFIL004M1,MFIL004M110,H9
2298,20,Insp element flex y sujec d acople 8000H,TEC-MEC,PM01,1.0,1.0,MFIL004M1,MFIL004M120,HL
2299,30,Inspeccion general filtro 660H,TEC-MEC,PM01,2.0,8.3,MFIL004M1,MFIL004M130,H4
2300,40,Inspeccion general filtro 4000H,TEC-MEC,PM01,2.0,3.0,MFIL004M1,MFIL004M140,HE
2301,10,Camb de mangas d colector d filtro 4000H,TEC-MEC,PM01,2.0,6.0,MFIL004M2,MFIL004M210,HE
2302,10,Lubric d rodam d soport ventilador 4000H,TEC-MEC,PM01,1.0,0.5,MFIL004M3,MFIL004M310,HE
2303,20,Lubric d apoyos d valvula rotativa 660H,TEC-MEC,PM01,1.0,0.5,MFIL004M3,MFIL004M320,H4
2304,10,Inspeccion general motor 1M,TEC-ELE,PM01,2.0,2.5,MFIL004E1,MFIL004E110,S3
2305,10,Limpieza exterior d motor ventil 4000H,TEC-ELE,PM01,2.0,1.0,MFIL004E2,MFIL004E210,HE
2306,20,Limpieza ext d motor valvu rotativ 4000H,TEC-ELE,PM01,2.0,1.0,MFIL004E2,MFIL004E220,HE
2307,30,Mtto general motor valv. rotativa 8000H,TEC-ELE,PM01,2.0,3.5,MFIL004E2,MFIL004E230,HL
2308,40,Mtto general motor de ventilador 8000H,TEC-ELE,PM01,2.0,4.5,MFIL004E2,MFIL004E240,HL
2309,10,Inspec gnrl d instrumentos d filtro 1M,TEC-INS,PM01,1.0,1.5,MFIL004I1,MFIL004I110,S3
2310,10,Mtto de instrumentos de filtro 8000H,TEC-INS,PM01,2.0,2.0,MFIL004I2,MFIL004I210,HL
2311,20,Contrastacion y/o ajuste d transmi 4000H,TEC-INS,PM01,1.0,2.0,MFIL004I2,MFIL004I220,HE
2312,30,Mtto d panel d limpieza de filtro 8000H,TEC-INS,PM01,1.0,1.0,MFIL004I2,MFIL004I230,HL
2313,10,Monit vibracion d motor ventilador 1500H,TEC-PRD,PM01,1.0,0.5,MFIL004P1,MFIL004P110,H9
2314,20,Monit termografia d motor ventil 1500H,TEC-PRD,PM01,1.0,0.5,MFIL004P1,MFIL004P120,H9
2315,10,Inspeccion de eje de bomba 8000H,TEC-MEC,PM01,2.0,4.0,MBOM061M1,MBOM061M110,HL
2316,20,Inspeccion general bomba 660H,TEC-MEC,PM01,2.0,4.8,MBOM061M1,MBOM061M120,H4
2317,10,Cambio de acople de bomba 8000H,TEC-MEC,PM01,2.0,4.0,MBOM061M2,MBOM061M210,HL
2318,20,Mantenimiento de carcasa de bomba 8000H,TEC-MEC,PM01,2.0,3.0,MBOM061M2,MBOM061M220,HL
2319,30,Cambio de impulsor de bomba 4000H,TEC-MEC,PM01,2.0,5.0,MBOM061M2,MBOM061M230,HE
2320,40,Camb d aceite d caja d rodamientos 4000H,TEC-MEC,PM01,2.0,2.0,MBOM061M2,MBOM061M240,HE
2321,50,Cambio de sello mecanico de bomba 4000H,TEC-MEC,PM01,2.0,3.0,MBOM061M2,MBOM061M250,HE
2322,60,Camb elementos de union de bomba 8000H,TEC-MEC,PM01,2.0,0.5,MBOM061M2,MBOM061M260,HL
2323,10,Inspeccion general motor 1M,TEC-ELE,PM01,2.0,1.0,MBOM061E1,MBOM061E110,S3
2324,10,Mtto menor de motor de bomba 4000H,TEC-ELE,PM01,2.0,1.0,MBOM061E2,MBOM061E210,HE
2325,20,Mtto preven de arrancador de bomba 8000H,TEC-ELE,PM01,2.0,2.0,MBOM061E2,MBOM061E220,HL
2326,30,Mtto general motor 8000H,TEC-ELE,PM01,2.0,4.0,MBOM061E2,MBOM061E230,HL
2327,10,Monitoreo de vibracion de motor 1500H,TEC-PRD,PM01,1.0,0.5,MBOM061P1,MBOM061P110,H9
2328,20,Monitoreo de termografia de motor 1500H,TEC-PRD,PM01,1.0,0.5,MBOM061P1,MBOM061P120,H9
2329,30,Alineamiento laser acople de bomba 8000H,TEC-PRD,PM01,2.0,2.0,MBOM061P1,MBOM061P130,HL
2330,40,Monitoreo vibracion de bomba 1500H,TEC-PRD,PM01,1.0,0.5,MBOM061P1,MBOM061P140,H9
2331,50,Monit temperatura de caja de rodam 1500H,TEC-PRD,PM01,1.0,0.5,MBOM061P1,MBOM061P150,H9
2332,10,Inspeccion de instrumentos de bomba 1M,TEC-INS,PM01,2.0,0.5,MBOM061I3,MBOM061I310,S3
2333,10,Mtto de instrumentos de bomba 4000H,TEC-INS,PM01,2.0,1.0,MBOM061I4,MBOM061I410,HE
2334,20,Contrasta o ajuste d transmisores 4000H,TEC-INS,PM01,1.0,2.0,MBOM061I4,MBOM061I420,HE
2335,10,Inspeccion de eje de bomba 8000H,TEC-MEC,PM01,2.0,4.0,MBOM062M1,MBOM062M110,HL
2336,20,Inspeccion general bomba 660H,TEC-MEC,PM01,2.0,4.8,MBOM062M1,MBOM062M120,H4
2337,10,Cambio de acople de bomba 8000H,TEC-MEC,PM01,2.0,4.0,MBOM062M2,MBOM062M210,HL
2338,20,Mantenimiento de carcasa de bomba 8000H,TEC-MEC,PM01,2.0,5.0,MBOM062M2,MBOM062M220,HL
2339,30,Cambio de impulsor de bomba 4000H,TEC-MEC,PM01,2.0,5.0,MBOM062M2,MBOM062M230,HE
2340,40,Camb d aceite d caja d rodamientos 4000H,TEC-MEC,PM01,2.0,2.0,MBOM062M2,MBOM062M240,HE
2341,50,Cambio de sello mecanico de bomba 4000H,TEC-MEC,PM01,2.0,3.0,MBOM062M2,MBOM062M250,HE
2342,60,Camb elementos de union de bomba 8000H,TEC-MEC,PM01,2.0,0.5,MBOM062M2,MBOM062M260,HL
2343,10,Inspeccion general motor 1M,TEC-ELE,PM01,2.0,1.0,MBOM062E1,MBOM062E110,S3
2344,10,Mtto menor de motor de bomba 4000H,TEC-ELE,PM01,2.0,1.0,MBOM062E2,MBOM062E210,HE
2345,20,Mtto preven de arrancador de bomba 8000H,TEC-ELE,PM01,2.0,2.0,MBOM062E2,MBOM062E220,HL
2346,30,Mtto general motor 8000H,TEC-ELE,PM01,2.0,5.0,MBOM062E2,MBOM062E230,HL
2347,10,Lubricacion de motor de bomba 10000H,TEC-ELE,PM01,1.0,0.5,MBOM062E3,MBOM062E310,HN
2348,10,Inspeccion de instrumentos de bomba 1M,TEC-INS,PM01,2.0,0.5,MBOM062I1,MBOM062I110,S3
2349,10,Mtto de instrumentos de bomba 4000H,TEC-INS,PM01,2.0,1.0,MBOM062I2,MBOM062I210,HE
2350,20,Contrasta o ajuste d transmisores 4000H,TEC-INS,PM01,1.0,2.0,MBOM062I2,MBOM062I220,HE
2351,10,Monitoreo de vibracion de motor 1500H,TEC-PRD,PM01,1.0,0.5,MBOM062P1,MBOM062P110,H9
2352,20,Monitoreo de termografia de motor 1500H,TEC-PRD,PM01,1.0,0.5,MBOM062P1,MBOM062P120,H9
2353,30,Alineamiento laser acople de bomba 8000H,TEC-PRD,PM01,2.0,2.0,MBOM062P1,MBOM062P130,HL
2354,40,Monitoreo vibracion de bomba 1500H,TEC-PRD,PM01,1.0,0.5,MBOM062P1,MBOM062P140,H9
2355,50,Monit temperatura de caja de rodam 1500H,TEC-PRD,PM01,1.0,0.5,MBOM062P1,MBOM062P150,H9
2356,10,Inspeccion de instrumentos de bomba 1M,TEC-INS,PM01,2.0,0.5,MBOM062I3,MBOM062I310,S3
2357,10,Mtto de instrumentos de bomba 4000H,TEC-INS,PM01,2.0,1.0,MBOM062I4,MBOM062I410,HE
2358,20,Contrasta o ajuste d transmisores 4000H,TEC-INS,PM01,1.0,2.0,MBOM062I4,MBOM062I420,HE
2359,10,Inspeccion general bomba 660H,TEC-MEC,PM01,2.0,1.3,MBOM063M1,MBOM063M110,H4
2360,10,Cambio d impulsores y de difusores 8000H,TEC-MEC,PM01,2.0,4.0,MBOM063M2,MBOM063M210,HL
