,key_dutie,Primary task detail activity,Maintenance type,Specialist,Constraint,Time,Amount Craft,Frequency,Unidad Periodo,Date task done,Man hour,Strategy
308,2246-PU-277|02-01-04,"Utilizar para su lubricación una grasa de grado NLGI 3 - SKF LGMT3, 0.75kg.",LUBR,TEC-MEC,DET,0.5,1,660.0,H,2021-04-01,0.5,660H
309,2246-PU-277|02-02-01,"Desmontar el impulsor, retirar manguito y junta desgastado, comprobar medidas de manguito nuevo, montar en el eje con junta nueva, montar impulsor.",PREV,TEC-MEC,DET,0.5,2,4000.0,H,2021-04-01,1.0,4000H
310,2246-PU-277|02-02-02,"Desmontar el eje del equipo, verificar con la ayuda de reloj comparador ovalicidad, conicidad y desgaste especialmente en zonas de apoyo de rodamientos y sellos. De presentar desgaste en el eje, recuperar la medida por medio de camisetas o bujes de desgaste.",INSP,TEC-MEC,DET,5.0,2,8000.0,H,2021-04-01,10.0,8000H
311,2246-PU-277|02-03-01,"Verificar ajuste de pernos de carcasa y ajustar de ser necesario, inspeccionar fugas en lado succión y lado de descarga, cambiar empaque de ser necesario.",INSP,TEC-MEC,MAR,4.0,2,660.0,H,2021-04-01,8.0,660H
312,2246-PU-277|02-03-02,"Limpiar la parte externa del equipo, arenar y/o pintar la bomba para evitar corrosión y desgastes externos.",PREV,TEC-MEC,DET,5.0,2,8000.0,H,2021-04-01,10.0,8000H
313,2246-PU-277|02-03-03,"Desmontar la voluta, retirar los pernos de unión de la carcasa, retirar eje e impulsor, retirar pernos de sujeción de revestimiento, cambiar forros, ajustar forros nuevos, montar eje e impulsor, armar la carcasa, montar la voluta.",PREV,TEC-MEC,DET,5.0,3,4000.0,H,2021-04-01,15.0,4000H
314,2246-PU-277|02-04-01,"Desmontar en la carcasa el lado de la succión para tener acceso al impulsor, determinar el estado del impulsor (desgaste y/o corrosión), desmontar el impulsor del eje, verificar el desgaste en el eje, verificar el anillo de desgaste, montar el nuevo impulsor, regular la holgura entre carcaza e impulsor, torquear el perno de ajuste del impulsor, inspección y reemplazo de las empaquetaduras, torquear pernos de la carcasa (ajustar los pernos en cruz).",PREV,TEC-MEC,DET,5.0,3,4000.0,H,2021-04-01,15.0,4000H
315,2246-PU-277|02-05-01,"Verificar nivel de goteo en lado prensaestopas, de haber un flujo excesivo en la zona de sello ajustar prensaestopas, de haber goteo inferior a la condición normal de operación liberar los pernos de prensaestopas, verificar temperatura en la zona, de presentar sobrecalentamiento realizar cambio de estopas.",INSP,TEC-MEC,MAR,0.5,1,660.0,H,2021-04-01,0.5,660H
316,2246-PU-277|02-05-02,"Desmontar prensa estopa y extraer los sellos (estopas/cuerda grafitada), extraer del anillo difusor, preparar los sellos para cambio (determinar correctamente la longitud y realizar los cortes de los mismos en diagonal para lograr un mejor sellado), montar los sellos y el anillo difusor (tener en cuenta la posición del anillo difusor pues este debe de quedar a la altura del punto de lubricación con agua), montar la prensa estopa y ajustar los pernos hasta lograr un punto de goteo adecuado (este cantidad de goteo depende del diámetro del eje).",PREV,TEC-MEC,DET,1.0,2,2000.0,H,2021-04-01,2.0,2000H
317,2246-PU-277|02-06-01,"Cambiar los elementos de unión como pernos, chavetas, pasadores, etc. De presentarse estiramiento, o deformación por esfuerzos de compresión, tracción o cizallamiento.",PREV,TEC-MEC,DET,1.0,2,8000.0,H,2021-04-01,2.0,8000H
318,2248-PU-225|01-03-01,"Destensar pernos de base del motor, retirar fajas, colocar fajas nuevas, regular tensión de fajas a través de los pernos de la base del motor.",PREV,TEC-MEC,DET,1.0,2,4000.0,H,2021-04-01,2.0,4000H
319,2248-PU-225|02-01-04,"Utilizar para su lubricación una grasa de grado NLGI 3 - Móbil Mobilux EP3, 0.17kg.",LUBR,TEC-MEC,DET,0.5,1,660.0,H,2021-04-01,0.5,660H
320,2248-PU-225|02-02-01,"Desmontar el impulsor, retirar manguito y junta desgastado, comprobar medidas de manguito nuevo, montar en el eje con junta nueva, montar impulsor.",PREV,TEC-MEC,DET,0.5,2,4000.0,H,2021-04-01,1.0,4000H
321,2248-PU-225|02-02-02,"Desmontar el eje del equipo, verificar con la ayuda de reloj comparador ovalicidad, conicidad y desgaste especialmente en zonas de apoyo de rodamientos y sellos. De presentar desgaste en el eje, recuperar la medida por medio de camisetas o bujes de desgaste.",INSP,TEC-MEC,DET,3.0,2,8000.0,H,2021-04-01,6.0,8000H
322,2248-PU-225|02-03-01,"Verificar ajuste de pernos de carcasa y ajustar de ser necesario, inspeccionar fugas en lado succión y lado de descarga, cambiar empaque de ser necesario.",INSP,TEC-MEC,MAR,4.0,2,660.0,H,2021-04-01,8.0,660H
323,2248-PU-225|02-03-02,"Limpiar la parte externa del equipo, arenar y/o pintar la bomba para evitar corrosión y desgastes externos.",PREV,TEC-MEC,DET,0.5,2,8000.0,H,2021-04-01,1.0,8000H
324,2248-PU-225|02-03-03,"Desmontar la voluta, retirar los pernos de unión de la carcasa, retirar eje e impulsor, retirar pernos de sujeción de revestimiento, cambiar forros, ajustar forros nuevos, montar eje e impulsor, armar la carcasa, montar la voluta.",PREV,TEC-MEC,DET,4.0,2,4000.0,H,2021-04-01,8.0,4000H
325,2248-PU-225|02-04-01,"Desmontar en la carcasa el lado de la succión para tener acceso al impulsor, determinar el estado del impulsor (desgaste y/o corrosión), desmontar el impulsor del eje, verificar el desgaste en el eje, verificar el anillo de desgaste, montar el nuevo impulsor, regular la holgura entre carcaza e impulsor, torquear el perno de ajuste del impulsor, inspección y reemplazo de las empaquetaduras, torquear pernos de la carcasa (ajustar los pernos en cruz).",PREV,TEC-MEC,DET,3.0,2,4000.0,H,2021-04-01,6.0,4000H
326,2248-PU-225|02-05-01,"Verificar nivel de goteo en lado prensaestopas, de haber un flujo excesivo en la zona de sello ajustar prensaestopas, de haber goteo inferior a la condición normal de operación liberar los pernos de prensaestopas, verificar temperatura en la zona, de presentar sobrecalentamiento realizar cambio de estopas.",INSP,TEC-MEC,MAR,0.5,1,660.0,H,2021-04-01,0.5,660H
327,2248-PU-225|02-05-02,"Desmontar prensa estopa y extraer los sellos (estopas/cuerda grafitada), extraer del anillo difusor, preparar los sellos para cambio (determinar correctamente la longitud y realizar los cortes de los mismos en diagonal para lograr un mejor sellado), montar los sellos y el anillo difusor (tener en cuenta la posición del anillo difusor pues este debe de quedar a la altura del punto de lubricación con agua), montar la prensa estopa y ajustar los pernos hasta lograr un punto de goteo adecuado (este cantidad de goteo depende del diámetro del eje).",PREV,TEC-MEC,DET,1.0,2,2000.0,H,2021-04-01,2.0,2000H
328,2248-PU-225|02-06-01,"Cambiar los elementos de unión como pernos, chavetas, pasadores, etc. De presentarse estiramiento, o deformación por esfuerzos de compresión, tracción o cizallamiento.",PREV,TEC-MEC,DET,1.0,2,8000.0,H,2021-04-01,2.0,8000H
329,2253-PU-212|01-03-01,"Destensar pernos de base del motor, retirar fajas, colocar fajas nuevas, regular tensión de fajas a través de los pernos de la base del motor.",PREV,TEC-MEC,DET,1.0,2,4000.0,H,2021-04-01,2.0,4000H
330,2253-PU-212|02-01-04,"Utilizar para su lubricación una grasa de grado NLGI 3 - SKF LGMT3, 1.2kg.",LUBR,TEC-MEC,DET,0.5,1,660.0,H,2021-04-01,0.5,660H
331,2253-PU-212|02-02-01,"Desmontar el impulsor, retirar manguito y junta desgastado, comprobar medidas de manguito nuevo, montar en el eje con junta nueva, montar impulsor.",PREV,TEC-MEC,DET,0.5,2,4000.0,H,2021-04-01,1.0,4000H
332,2253-PU-212|02-02-02,"Desmontar el eje del equipo, verificar con la ayuda de reloj comparador ovalicidad, conicidad y desgaste especialmente en zonas de apoyo de rodamientos y sellos. De presentar desgaste en el eje, recuperar la medida por medio de camisetas o bujes de desgaste.",INSP,TEC-MEC,DET,5.0,2,8000.0,H,2021-04-01,10.0,8000H
333,2253-PU-212|02-03-01,"Verificar ajuste de pernos de carcasa y ajustar de ser necesario, inspeccionar fugas en lado succión y lado de descarga, cambiar empaque de ser necesario.",INSP,TEC-MEC,DET,4.0,2,660.0,H,2021-04-01,8.0,660H
334,2253-PU-212|02-03-02,"Limpiar la parte externa del equipo, arenar y/o pintar la bomba para evitar corrosión y desgastes externos.",PREV,TEC-MEC,DET,6.0,2,8000.0,H,2021-04-01,12.0,8000H
335,2253-PU-212|02-03-03,"Desmontar la voluta, retirar los pernos de unión de la carcasa, retirar eje e impulsor, retirar pernos de sujeción de revestimiento, cambiar forros, ajustar forros nuevos, montar eje e impulsor, armar la carcasa, montar la voluta.",PREV,TEC-MEC,DET,5.0,3,4000.0,H,2021-04-01,15.0,4000H
336,2253-PU-212|02-04-01,"Desmontar en la carcasa el lado de la succión para tener acceso al impulsor, determinar el estado del impulsor (desgaste y/o corrosión), desmontar el impulsor del eje, verificar el desgaste en el eje, verificar el anillo de desgaste, montar el nuevo impulsor, regular la holgura entre carcaza e impulsor, torquear el perno de ajuste del impulsor, inspección y reemplazo de las empaquetaduras, torquear pernos de la carcasa (ajustar los pernos en cruz).",PREV,TEC-MEC,DET,5.0,2,4000.0,H,2021-04-01,10.0,4000H
337,2253-PU-212|02-05-01,"Verificar nivel de goteo en lado prensaestopas, de haber un flujo excesivo en la zona de sello ajustar prensaestopas, de haber goteo inferior a la condición normal de operación liberar los pernos de prensaestopas, verificar temperatura en la zona, de presentar sobrecalentamiento realizar cambio de estopas.",INSP,TEC-MEC,DET,0.5,1,660.0,H,2021-04-01,0.5,660H
338,2253-PU-212|02-05-02,"Desmontar prensa estopa y extraer los sellos (estopas/cuerda grafitada), extraer del anillo difusor, preparar los sellos para cambio (determinar correctamente la longitud y realizar los cortes de los mismos en diagonal para lograr un mejor sellado), montar los sellos y el anillo difusor (tener en cuenta la posición del anillo difusor pues este debe de quedar a la altura del punto de lubricación con agua), montar la prensa estopa y ajustar los pernos hasta lograr un punto de goteo adecuado (este cantidad de goteo depende del diámetro del eje).",PREV,TEC-MEC,DET,1.0,2,2000.0,H,2021-04-01,2.0,2000H
339,2253-PU-212|02-06-01,"Cambiar los elementos de unión como pernos, chavetas, pasadores, etc. De presentarse estiramiento, o deformación por esfuerzos de compresión, tracción o cizallamiento.",PREV,TEC-MEC,DET,1.0,2,8000.0,H,2021-04-01,2.0,8000H
340,2261-PU-296|01-03-01,"Destensar pernos de base del motor, retirar fajas, colocar fajas nuevas, regular tensión de fajas a través de los pernos de la base del motor.",PREV,TEC-MEC,DET,1.0,2,4000.0,H,2021-04-01,2.0,4000H
341,2261-PU-296|02-01-04,"Utilizar para su lubricación una grasa de grado NLGI 3 - Móbil Mobilux EP3, 0.85kg.",LUBR,TEC-MEC,DET,0.5,1,660.0,H,2021-04-01,0.5,660H
342,2261-PU-296|02-02-01,"Desmontar el impulsor, retirar manguito y junta desgastado, comprobar medidas de manguito nuevo, montar en el eje con junta nueva, montar impulsor..",PREV,TEC-MEC,DET,0.5,2,4000.0,H,2021-04-01,1.0,4000H
343,2261-PU-296|02-02-02,"Desmontar el eje del equipo, verificar con la ayuda de reloj comparador ovalicidad, conicidad y desgaste especialmente en zonas de apoyo de rodamientos y sellos. De presentar desgaste en el eje, recuperar la medida por medio de camisetas o bujes de desgaste.",INSP,TEC-MEC,DET,5.0,2,8000.0,H,2021-04-01,10.0,8000H
344,2261-PU-296|02-03-01,"Verificar ajuste de pernos de carcasa y ajustar de ser necesario, inspeccionar fugas en lado succión y lado de descarga, cambiar empaque de ser necesario.",INSP,TEC-MEC,MAR,4.0,2,660.0,H,2021-04-01,8.0,660H
345,2261-PU-296|02-03-02,"Limpiar la parte externa del equipo, arenar y/o pintar la bomba para evitar corrosión y desgastes externos.",PREV,TEC-MEC,DET,4.0,2,8000.0,H,2021-04-01,8.0,8000H
346,2261-PU-296|02-03-03,"Desmontar la voluta, retirar los pernos de unión de la carcasa, retirar eje e impulsor, retirar pernos de sujeción de revestimiento, cambiar forros, ajustar forros nuevos, montar eje e impulsor, armar la carcasa, montar la voluta.",PREV,TEC-MEC,DET,4.0,2,4000.0,H,2021-04-01,8.0,4000H
347,2261-PU-296|02-04-01,"Desmontar en la carcasa el lado de la succión para tener acceso al impulsor, determinar el estado del impulsor (desgaste y/o corrosión), desmontar el impulsor del eje, verificar el desgaste en el eje, verificar el anillo de desgaste, montar el nuevo impulsor, regular la holgura entre carcaza e impulsor, torquear el perno de ajuste del impulsor, inspección y reemplazo de las empaquetaduras, torquear pernos de la carcasa (ajustar los pernos en cruz).",PREV,TEC-MEC,DET,5.0,2,4000.0,H,2021-04-01,10.0,4000H
348,2261-PU-296|02-05-01,"Desmontar en la carcasa el lado de la succión para tener acceso al expulsor, determinar el estado del expulsor (desgaste y/o corrosión), desmontar el impulsor del eje, verificar el desgaste en el eje, verificar el anillo de desgaste, montar el nuevo impulsor, regular la holgura entre carcaza e expulsor, torquear el perno de ajuste del impulsor.",PREV,TEC-MEC,DET,5.0,2,4000.0,H,2021-04-01,10.0,4000H
349,2261-PU-296|02-06-01,"Verificar nivel de goteo en lado prensaestopas, de haber un flujo excesivo en la zona de sello ajustar prensaestopas, de haber goteo inferior a la condición normal de operación liberar los pernos de prensaestopas, verificar temperatura en la zona, de presentar sobrecalentamiento realizar cambio de estopas.",INSP,TEC-MEC,MAR,0.5,1,660.0,H,2021-04-01,0.5,660H
350,2261-PU-296|02-06-02,"Desmontar prensa estopa y extraer los sellos (estopas/cuerda grafitada), extraer del anillo difusor, preparar los sellos para cambio (determinar correctamente la longitud y realizar los cortes de los mismos en diagonal para lograr un mejor sellado), montar los sellos y el anillo difusor (tener en cuenta la posición del anillo difusor pues este debe de quedar a la altura del punto de lubricación con agua), montar la prensa estopa y ajustar los pernos hasta lograr un punto de goteo adecuado (este cantidad de goteo depende del diámetro del eje).",PREV,TEC-MEC,DET,1.0,2,2000.0,H,2021-04-01,2.0,2000H
351,2261-PU-296|02-07-01,"Cambiar los elementos de unión como pernos, chavetas, pasadores, etc. De presentarse estiramiento, o deformación por esfuerzos de compresión, tracción o cizallamiento.",PREV,TEC-MEC,DET,1.0,2,8000.0,H,2021-04-01,2.0,8000H
352,2265-PU-241|01-03-01,"Inspección del desgaste de las fajas, desgaste en las poleas, verificar ruido inusual y solturas en componentes de transmisión.",INSP,TEC-MEC,MAR,0.25,1,660.0,H,2021-04-01,0.25,660H
353,2265-PU-241|01-03-02,"Fijar el eje del equipo para desmontar las fajas de transmisión. Retirar las fajas de transmisión una por una rotando el equipo lentamente. Verificar con galgas el desgaste de las poleas de transmisión, de ser necesario cambiar poleas de transmisión. Montar las fajas de transmisión una por una rotando el equipo lentamente y tensar las mismas( verificar en todo momento el alineamiento antes de fijar los componentes en su posición final).",PREV,TEC-MEC,DET,2.0,2,4000.0,H,2021-04-01,4.0,4000H
354,2265-PU-241|02-01-01,"Verificar fugas en la columna de descarga de la bomba y la unión de tuberías y bridas, realizar el cambio de empaques (juntas) de ser necesario. Inspección de malla de succión.",INSP,TEC-MEC,MAR,0.25,2,660.0,H,2021-04-01,0.5,660H
355,2265-PU-241|02-01-02,"Desmontar la voluta, retirar los pernos de unión de la carcasa, retirar eje e impulsor, retirar pernos de sujeción de revestimiento, montar eje e impulsor, armar la carcasa, montar la voluta, asegurar los elementos y verificar estanqueidad.",PREV,TEC-MEC,DET,3.0,3,8000.0,H,2021-04-01,9.0,8000H
356,2265-PU-241|02-01-03,"Limpiar la parte externa del equipo, inspeccionar la malla de succión, arenar y/o pintar la bomba para evitar corrosión y desgastes externos.",PREV,TEC-MEC,DET,3.0,2,8000.0,H,2021-04-01,6.0,8000H
357,2265-PU-241|02-02-01,"Desmontar en la carcasa el lado de la succión para tener acceso al impulsor, determinar el estado del impulsor (desgaste y/o corrosión), desmontar el impulsor del eje, verificar el desgaste en el eje, verificar el anillo de desgaste, montar el nuevo impulsor, regular la holgura entre carcasa e impulsor, torquear el perno de ajuste del impulsor, inspección y reemplazo de las empaquetaduras, torquear pernos de la carcasa (ajustar los pernos en cruz).",PREV,TEC-MEC,DET,3.0,3,4000.0,H,2021-04-01,9.0,4000H
358,2265-PU-241|02-03-01,Verificar que no existan ruidos ni vibraciones inusuales. Verificar la temperatura no exceda 100 °C. Verificar fugas de grasa por los sellos y/o juntas.,INSP,TEC-MEC,MAR,0.25,1,660.0,H,2021-04-01,0.25,660H
359,2265-PU-241|02-03-06,"Utilizar para su lubricación una grasa de grado NLGI 2 - Móbil AW2, para el rodamiento lado bomba utilizar una cantidad de 175 gr de manera inicial y una cantidad de 58 gr. en la relubricación. Para el rodamiento lado motor utilizar una cantidad de 140 gr de manera inicial y una cantidad de 47 gr. en la relubricación.",LUBR,TEC-MEC,MAR,0.25,1,660.0,H,2021-04-01,0.25,660H
360,2265-PU-241|02-04-01,"Cambiar los elementos de unión como pernos, chavetas, pasadores, etc. De presentarse estiramiento, o deformación por esfuerzos de compresión, tracción o cizallamiento.",PREV,TEC-MEC,DET,2.0,2,8000.0,H,2021-04-01,4.0,8000H
361,3241-PU-301|01-03-01,Verificar ruido inusual y/o solturas en los elementos de unión del acople.,INSP,TEC-MEC,MAR,0.25,1,660.0,H,2021-04-01,0.25,660H
362,3241-PU-301|01-03-02,"Verificar ruido inusual y/o solturas en los elementos de unión del acople, ajustar elementos de unión y reemplazar acople de ser necesario.",INSP,TEC-MEC,DET,1.0,1,2000.0,H,2021-04-01,1.0,2000H
363,3241-PU-301|01-03-03,"Desmontar el acople, verificar si los diámetros del eje se encuentran dentro de los valores correctos de tolerancia y ajuste para el componente, verificar el estado de los elementos de arrastre (masas, canales y chavetas), montaje del nuevo acoplamiento teniendo en cuenta no dañar los componentes en este proceso.",PREV,TEC-MEC,DET,2.0,2,8000.0,H,2021-04-01,4.0,8000H
364,3241-PU-301|02-01-01,"Verificar el ajuste entre la placa lateral y el impulsor, verificar fuga por los pernos de unión y/o juntas de la carcasa, verificar condición de pernos de unión, verificar desgaste y/o corrosión de la carcasa.",INSP,TEC-MEC,MAR,0.5,2,660.0,H,2021-04-01,1.0,660H
365,3241-PU-301|02-01-02,"Verificar los parámetros de operación, de ser necesario algún desvío cambiar los componentes internos.",PREV,TEC-MEC,MAR,1.0,2,8000.0,H,2021-04-01,2.0,8000H
366,3241-PU-301|02-01-03,"Desmontar en la carcasa el lado de la succión para tener acceso al impulsor, determinar el estado del impulsor (desgaste y/o corrosión), desmontar el impulsor del eje, verificar el desgaste en el eje, verificar el anillo de desgaste, montar el nuevo impulsor, regular la holgura entre carcaza e impulsor, torquear el perno de ajuste del impulsor, inspección y reemplazo de las empaquetaduras, torquear pernos de la carcasa (ajustar los pernos en cruz).",PREV,TEC-MEC,DET,6.0,3,4000.0,H,2021-04-01,18.0,4000H
367,3241-PU-301|02-01-04,"Desmontar y retirar los pernos de unión de la carcasa, retirar eje e impulsor, retirar pernos de sujeción de revestimiento, cambiar forros, ajustar forros nuevos, montar eje e impulsor, montar la carcasa.",PREV,TEC-MEC,DET,8.0,3,8000.0,H,2021-04-01,24.0,8000H
368,3241-PU-301|02-01-05,"Limpiar la parte externa del equipo, arenar y/o pintar la bomba para evitar corrosión y desgastes externos.",PREV,TEC-MEC,DET,5.0,2,8000.0,H,2021-04-01,10.0,8000H
369,3241-PU-301|02-02-01,"Verificar que no existan ruidos ni vibraciones inusuales, verificar la temperatura no exceda 80°C, verificar fugas de grasa por los sellos y/o juntas.",INSP,TEC-MEC,MAR,0.25,1,330.0,H,2021-04-01,0.25,330H
370,3241-PU-301|02-02-06,"Para una lubricación inicial, utilizar la bomba de grasa y suministrar 355 Gr. (Grasa NGLI 2 - Móbil Grease XHP 222, lado impulsor 145 Gr. y lado acople 210 Gr.). Posteriormente para otras frecuencias de lubricaciones, utilizar la bomba de grasa y suministrar 65 Gr. (Grasa NGLI 2 - Móbil Grease XHP 222, 25 gramos lado impulsor y 40 gramos lado acople). Frecuencia trimestral equivalente a 2000H.",LUBR,TEC-MEC,MAR,0.5,2,2000.0,H,2021-04-01,1.0,2000H
371,3241-PU-301|02-03-01,"Verificar fuga por sello mecánico, de ser necesario realizar el cambio del kit de reparación o el cambio total del sello.",INSP,TEC-MEC,MAR,0.25,2,330.0,H,2021-04-01,0.5,330H
372,3241-PU-301|02-03-02,"Desmontar el eje de la bomba desde el lado de la caja de rodamientos, desmontar las tapas y la carcasa, desmontar el sello mecánico, verificar el desgaste de la camiseta de ser necesario reemplazar el componente, montar el impulsor sobre el eje, montar la caja de rodamientos y asegurar la carcasa.",PREV,TEC-MEC,DET,3.0,2,8000.0,H,2021-04-01,6.0,8000H
373,3241-PU-301|02-04-01,"Desmontar el eje del equipo, verificar con la ayuda de reloj comparador ovalicidad, conicidad y desgaste especialmente en zonas de apoyo de rodamientos y sellos. De presentar desgaste en el eje, cambiar eje o recuperar la medida por medio de camisetas o bujes de desgaste.",PREV,TEC-MEC,DET,5.0,2,8000.0,H,2021-04-01,10.0,8000H
374,3241-PU-301|02-05-01,"Cambiar los elementos de unión como pernos, chavetas, pasadores, etc. De presentarse estiramiento, o deformación por esfuerzos de compresión, tracción o cizallamiento.",PREV,TEC-MEC,DET,1.0,2,8000.0,H,2021-04-01,2.0,8000H
375,3252-PU-324|01-03-01,Verificar ruido inusual y/o solturas en los elementos de unión del acople.,INSP,TEC-MEC,MAR,0.25,1,660.0,H,2021-04-01,0.25,660H
376,3252-PU-324|01-03-02,"Verificar ruido inusual y/o solturas en los elementos de unión del acople, ajustar elementos de unión y reemplazar acople de ser necesario.",INSP,TEC-MEC,DET,1.0,1,2000.0,H,2021-04-01,1.0,2000H
377,3252-PU-324|02-01-01,"Verificar el ajuste entre la placa lateral y el impulsor, verificar fuga por los pernos de unión y/o juntas de la carcasa, verificar condición de pernos de unión, verificar desgaste y/o corrosión de la carcasa.",INSP,TEC-MEC,MAR,0.25,2,660.0,H,2021-04-01,0.5,660H
378,3252-PU-324|02-01-02,"Verificar los parámetros de operación, de ser necesario algún desvio cambiar los componetes internos.",INSP,TEC-MEC,DET,0.5,2,8000.0,H,2021-04-01,1.0,8000H
379,3252-PU-324|02-01-05,"Limpiar la parte externa del equipo, arenar y/o pintar la bomba para evitar corrosión y desgastes externos.",PREV,TEC-MEC,DET,4.0,2,8000.0,H,2021-04-01,8.0,8000H
380,3252-PU-324|02-02-01,"Verificar que no existan ruidos ni vibraciones inusuales, verificar la temperatura no exceda 80°C, verificar fugas de grasa por los sellos y/o juntas.",INSP,TEC-MEC,MAR,0.25,1,660.0,H,2021-04-01,0.25,660H
381,3252-PU-324|02-02-06,"Para una lubricación inicial, utilizar la bomba de grasa y suministrar 610 Gr. (Grasa NGLI 2 lado libre 220 Gr. y lado acople 390 Gr.). Posteriormente para otras frecuencias de lubricaciones, utilizar la bomba de grasa y suministrar 100 Gr. (Grasa NGLI 2 Gr. Lado libre y 40 Gr. Lado fijo 60 Gr.).",LUBR,TEC-MEC,MAR,0.5,2,2000.0,H,2021-04-01,1.0,2000H
382,3252-PU-324|02-03-01,"Verificar fuga por sello mecánico, de ser necesario realizar el cambio del kit de reparación o el cambio total del sello.",INSP,TEC-MEC,MAR,0.25,2,660.0,H,2021-04-01,0.5,660H
383,3253-PU-326|01-03-01,Verificar ruido inusual y/o solturas en los elementos de unión del acople.,INSP,TEC-MEC,MAR,0.25,1,660.0,H,2021-04-01,0.25,660H
384,3253-PU-326|01-03-02,"Verificar ruido inusual y/o solturas en los elementos de unión del acople, ajustar elementos de unión y reemplazar acople de ser necesario.",INSP,TEC-MEC,DET,1.0,1,2000.0,H,2021-04-01,1.0,2000H
385,3253-PU-326|02-01-01,"Verificar el ajuste entre la placa lateral y el impulsor, verificar fuga por los pernos de unión y/o juntas de la carcasa, verificar condición de pernos de unión, verificar desgaste y/o corrosión de la carcasa.",INSP,TEC-MEC,MAR,0.25,2,660.0,H,2021-04-01,0.5,660H
386,3253-PU-326|02-01-02,"Verificar los parámetros de operación, de ser necesario algún desvio cambiar los componetes internos.",INSP,TEC-MEC,DET,0.5,2,8000.0,H,2021-04-01,1.0,8000H
387,3253-PU-326|02-02-01,"Verificar que no existan ruidos ni vibraciones inusuales, verificar la temperatura no exceda 80°C, verificar fugas de grasa por los sellos y/o juntas.",INSP,TEC-MEC,MAR,0.25,1,660.0,H,2021-04-01,0.25,660H
388,3253-PU-326|02-02-06,"Para una lubricación inicial, utilizar la bomba de grasa y suministrar 610 Gr. (Grasa NGLI 2 lado libre 220 Gr. y lado acople 390 Gr.). Posteriormente para otras frecuencias de lubricaciones, utilizar la bomba de grasa y suministrar 100 Gr. (Grasa NGLI 2 Gr. Lado libre y 40 Gr. Lado fijo 60 Gr.).",LUBR,TEC-MEC,MAR,0.5,2,2000.0,H,2021-04-01,1.0,2000H
389,3253-PU-326|02-03-01,"Verificar fuga por sello mecánico, de ser necesario realizar el cambio del kit de reparación o el cambio total del sello.",INSP,TEC-MEC,MAR,0.25,2,660.0,H,2021-04-01,0.5,660H
390,3322-PU-338|01-03-01,Verificar ruido inusual y/o solturas en los elementos de unión del acople.,INSP,TEC-MEC,MAR,0.25,1,660.0,H,2021-04-01,0.25,660H
391,3322-PU-338|01-03-02,"Verificar ruido inusual y/o solturas en los elementos de unión del acople, ajustar elementos de unión y reemplazar acople de ser necesario.",INSP,TEC-MEC,DET,1.0,1,2000.0,H,2021-04-01,1.0,2000H
392,3322-PU-338|02-01-01,"Verificar el ajuste entre la placa lateral y el impulsor, verificar fuga por los pernos de unión y/o juntas de la carcasa, verificar condición de pernos de unión, verificar desgaste y/o corrosión de la carcasa.",INSP,TEC-MEC,MAR,0.5,2,660.0,H,2021-04-01,1.0,660H
393,3322-PU-338|02-01-02,"Verificar los parámetros de operación, de ser necesario algún desvio cambiar los componetes internos.",INSP,TEC-MEC,MAR,1.0,2,8000.0,H,2021-04-01,2.0,8000H
394,3322-PU-338|02-02-01,"Verificar que no existan ruidos ni vibraciones inusuales, verificar la temperatura no exceda 80°C, verificar fugas de grasa por los sellos y/o juntas.",INSP,TEC-MEC,MAR,0.25,1,330.0,H,2021-04-01,0.25,330H
395,3322-PU-338|02-02-06,"Para una lubricación inicial, utilizar la bomba de grasa y suministrar 610 Gr. (Grasa NGLI 2 - MobilGrease XHP 222, lado impulsor 220 Gr. y lado acople 390 Gr.). Posteriormente para otras frecuencias de lubricaciones, utilizar la bomba de grasa y suministrar 100 Gr. (Grasa NGLI 2 - MobilGrease XHP 222, 40 gramos lado impulsor y 60 gramos lado acople). Frecuencia trimestral equivalente a 2000H.",LUBR,TEC-MEC,MAR,0.5,2,2000.0,H,2021-04-01,1.0,2000H
396,3322-PU-338|02-03-01,"Verificar fuga por sello mecánico, de ser necesario realizar el cambio del kit de reparación o el cambio total del sello.",INSP,TEC-MEC,MAR,0.25,2,330.0,H,2021-04-01,0.5,330H
397,2133-CR-202|01-06-01,Inspección de fugas y elementos de unión del acople.,INSP,TEC-MEC,DET,0.25,2,660.0,H,2021-04-01,0.5,660H
398,2133-CR-202|01-07-01,Verificar el desgaste de los sellos y la posible presencia de fugas en los apoyos del eje.,INSP,TEC-MEC,MAR,1.0,2,165.0,H,2021-04-01,2.0,165H
399,2133-CR-202|01-07-02,Lubricar los rodamientos del eje intermedio con la cantidad requerida(NLGI 2).,LUBR,TEC-MEC,MAR,1.0,1,330.0,H,2021-04-01,1.0,330H
400,2133-CR-202|01-08-01,"Inspección del desgaste de las fajas, desgaste en las poleas, verificar ruido inusual y solturas en componentes de transmisión.",INSP,TEC-MEC,DET,0.5,2,660.0,H,2021-04-01,1.0,660H
