,key_dutie,Primary task detail activity,Maintenance type,Specialist,Constraint,Time,Amount Craft,Frequency,Unidad Periodo,Date task done,Man hour,Strategy
218,2262-CP-210|02-03-03,"Tomar parámetros de temperatura de los componentes internos con la cámara termográfica, cada punto deberá ser comparado de acuerdo a la norma ISO 18436-7 y/o el estándar de termografía del área.",PRED,TEC-PRD,MAR,0.25,1,4000.0,H,2021-04-01,0.25,4000H
219,2262-CP-210|03-01-04,"Tomar parámetros de temperatura de los componentes internos con la cámara termográfica, cada punto deberá ser comparado de acuerdo a la norma ISO 18436-7 y/o el estándar de termografía del área.",PRED,TEC-PRD,MAR,0.25,1,4000.0,H,2021-04-01,0.25,4000H
220,3251-PU-322|01-01-12,"Utilizando el colector de vibración realizar las mediciones en los rodamientos en tres puntos (vertical, horizontal y axial). Verificar que la vibración no exceda los 5 mm/seg, registrar las mediciones tomadas en los puntos antes descritos, descargar y comparar los datos obtenidos con los niveles de alerta y peligro.",PRED,TEC-PRD,MAR,1.0,1,1500.0,H,2021-04-01,1.0,1500H
221,3251-PU-322|01-01-13,"Limpiar el área donde se va a tomar la medición, determinar la distancia de medición apropiada del área que queremos medir que es medible o visible, el Angulo de visión, el objeto identificable más pequeño y el objeto medible/marca de medición más pequeño, tomar termografía al motor, la captura debe ser tomada a todo el motor, descargar la captura en la computadora y realizar el análisis de la toma. (Considerar que la temperatura real del estator es aproximadamente 15 a 20°C de la temperatura medida).",PRED,TEC-PRD,MAR,0.5,1,1500.0,H,2021-04-01,0.5,1500H
222,3251-PU-322|02-02-02,"Monitorear el nivel de vibración de los rodamientos del reductor realizando medidas de aceleración y velocidad, cada punto de medición deberá contener la posición vertical, horizontal y axial, comparar el valor medido de acuerdo a las ISO 10816 y/o el estándar de vibración del área.",PRED,TEC-PRD,MAR,0.25,1,1500.0,H,2021-04-01,0.25,1500H
223,3251-PU-322|02-02-03,Utilizar la cámara termográfica para tomar lectura de temperatura en los rodamientos verificando que no exceda 80°C.,PRED,TEC-PRD,MAR,0.25,1,1500.0,H,2021-04-01,0.25,1500H
224,3131-SC-301|01-01-13,"Utilizando el colector de vibración realizar las mediciones en los rodamientos en tres puntos (vertical, horizontal y axial). Verificar que la vibración no exceda los 5 mm/seg, registrar las mediciones tomadas en los puntos antes descritos, descargar y comparar los datos obtenidos con los niveles de alerta y peligro.",PRED,TEC-PRD,MAR,0.5,2,330.0,H,2021-04-01,1.0,330H
225,3131-SC-301|01-01-14,"Limpiar el área donde se va a tomar la medición, determinar la distancia de medición apropiada del área que queremos medir que es medible o visible, el Angulo de visión, el objeto identificable más pequeño y el objeto medible/marca de medición más pequeño, tomar termografía al motor, la captura debe ser tomada a todo el motor, descargar la captura en la computadora y realizar el análisis de la toma. (Considerar que la temperatura real del estator es aproximadamente 15 a 20°C de la temperatura medida).",PRED,TEC-PRD,MAR,0.5,2,330.0,H,2021-04-01,1.0,330H
226,3131-SC-301|01-06-08,Utilizando el pirómetro tomar lectura de temperatura en los rodamientos verificando que no exceda según manual de fabricante. No mayor a 30°C.,PRED,TEC-PRD,MAR,1.5,1,330.0,H,2021-04-01,1.5,330H
227,3131-SC-301|01-08-10,"Con una sonda de inmersión en aceite, verifique que el excitador no tenga una temperatura de funcionamiento excesiva.",PRED,TEC-PRD,MAR,1.0,1,330.0,H,2021-04-01,1.0,330H
228,3131-SC-301|02-04-14,"Utilizando el pirómetro tomar lectura de temperatura por temperatura excesiva (es decir, mayor de 60°C) y posibles montajes sueltos.",PRED,TEC-PRD,MAR,1.0,1,330.0,H,2021-04-01,1.0,330H
229,3131-SC-301|02-04-15,"Verificar fisuras o daños en la estructura del bastidor, realizar medición por ultrasonido y tintes penetrantes.",PRED,TEC-PRD,DET,4.0,4,4000.0,H,2021-04-01,16.0,4000H
230,3142-SC-302|01-01-13,"Utilizando el colector de vibración realizar las mediciones en los rodamientos en tres puntos (vertical, horizontal y axial). Verificar que la vibración no exceda los 5 mm/seg, registrar las mediciones tomadas en los puntos antes descritos, descargar y comparar los datos obtenidos con los niveles de alerta y peligro.",PRED,TEC-PRD,MAR,0.5,2,330.0,H,2021-04-01,1.0,330H
231,3142-SC-302|01-01-14,"Limpiar el área donde se va a tomar la medición, determinar la distancia de medición apropiada del área que queremos medir que es medible o visible, el Angulo de visión, el objeto identificable más pequeño y el objeto medible/marca de medición más pequeño, tomar termografía al motor, la captura debe ser tomada a todo el motor, descargar la captura en la computadora y realizar el análisis de la toma. (Considerar que la temperatura real del estator es aproximadamente 15 a 20°C de la temperatura medida).",PRED,TEC-PRD,MAR,0.5,2,330.0,H,2021-04-01,1.0,330H
232,3142-SC-302|01-06-08,Utilizando el pirómetro tomar lectura de temperatura en los rodamientos verificando que no exceda según manual de fabricante. No mayor a 30°C.,PRED,TEC-PRD,MAR,1.5,1,330.0,H,2021-04-01,1.5,330H
233,3142-SC-302|01-08-10,"Con una sonda de inmersión en aceite, verifique que el excitador no tenga una temperatura de funcionamiento excesiva.",PRED,TEC-PRD,MAR,1.0,1,330.0,H,2021-04-01,1.0,330H
234,3142-SC-302|02-04-14,"Utilizando el pirómetro tomar lectura de temperatura por temperatura excesiva (es decir, mayor de 60°C) y posibles montajes sueltos.",PRED,TEC-PRD,MAR,1.0,1,330.0,H,2021-04-01,1.0,330H
235,3142-SC-302|02-04-15,"Verificar fisuras o daños en la estructura del bastidor, realizar medición por ultrasonido y tintes penetrantes.",PRED,TEC-PRD,DET,4.0,4,4000.0,H,2021-04-01,16.0,4000H
236,2262-PU-221|01-01-13,"Utilizando el colector de vibración realizar las mediciones en los rodamientos en tres puntos (vertical, horizontal y axial). Verificar que la vibración no exceda los 5 mm/seg, registrar las mediciones tomadas en los puntos antes descritos, descargar y comparar los datos obtenidos con los niveles de alerta y peligro.",PRED,TEC-PRD,MAR,1.0,1,1500.0,H,2021-04-01,1.0,1500H
237,2262-PU-221|01-01-14,"Limpiar el área donde se va a tomar la medición, determinar la distancia de medición apropiada del área que queremos medir que es medible o visible, el Angulo de visión, el objeto identificable más pequeño y el objeto medible/marca de medición más pequeño, tomar termografía al motor, la captura debe ser tomada a todo el motor, descargar la captura en la computadora y realizar el análisis de la toma. (Considerar que la temperatura real del estator es aproximadamente 15 a 20°C de la temperatura medida).",PRED,TEC-PRD,MAR,0.5,1,1500.0,H,2021-04-01,0.5,1500H
238,2262-PU-221|01-03-03,"Corregir defectos de pie cojo en el equipo movil, diagnosticar el desalineamiento con equipo laser, lainar los puntos de anclaje del equipo movil asi como los desplazamientos horizontales según los datos del equipo de alineamiento laser, torquear pernos de anclaje, realizar medición de estado fianl de alineamiento dentro de valores de tolerancia con el equipo de alineamiento.",PRED,TEC-PRD,DET,2.0,2,8000.0,H,2021-04-01,4.0,8000H
239,2262-PU-221|02-03-02,"Utilizando el colector de vibración realizar las mediciones en los rodamientos en tres puntos (vertical, horizontal y axial). Verificar que la vibración no exceda los límites permisibles, registrar las mediciones tomadas en los puntos antes descritos, descargar y comparar los datos obtenidos con los niveles de alerta y peligro.",PRED,TEC-PRD,MAR,0.5,1,1500.0,H,2021-04-01,0.5,1500H
240,2262-PU-221|02-03-03,"Limpiar el área donde se va a tomar la medición, determinar la distancia de medición apropiada del área que queremos medir que es medible o visible, el Angulo de visión, el objeto identificable más pequeño y el objeto medible/marca de medición más pequeño, tomar termografía a la caja de rodamientos, descargar la captura en la computadora y realizar el análisis de la toma.",PRED,TEC-PRD,MAR,0.5,1,1500.0,H,2021-04-01,0.5,1500H
241,2131-SC-202|01-01-13,"Utilizando el colector de vibración realizar las mediciones en los rodamientos en tres puntos (vertical, horizontal y axial). Verificar que la vibración no exceda los 5 mm/seg, registrar las mediciones tomadas en los puntos antes descritos, descargar y comparar los datos obtenidos con los niveles de alerta y peligro.",PRED,TEC-PRD,MAR,0.5,2,330.0,H,2021-04-01,1.0,330H
242,2131-SC-202|01-01-14,"Limpiar el área donde se va a tomar la medición, determinar la distancia de medición apropiada del área que queremos medir que es medible o visible, el Angulo de visión, el objeto identificable más pequeño y el objeto medible/marca de medición más pequeño, tomar termografía al motor, la captura debe ser tomada a todo el motor, descargar la captura en la computadora y realizar el análisis de la toma. (Considerar que la temperatura real del estator es aproximadamente 15 a 20°C de la temperatura medida).",PRED,TEC-PRD,MAR,0.5,2,330.0,H,2021-04-01,1.0,330H
243,2131-SC-202|01-06-08,Utilizando el pirómetro tomar lectura de temperatura en los rodamientos verificando que no exceda según manual de fabricante. No mayor a 30°C.,PRED,TEC-PRD,MAR,1.5,1,330.0,H,2021-04-01,1.5,330H
244,2131-SC-202|01-08-10,"Con una sonda de inmersión en aceite, verifique que el excitador no tenga una temperatura de funcionamiento excesiva.",PRED,TEC-PRD,MAR,1.0,1,330.0,H,2021-04-01,1.0,330H
245,2147-SC-203|01-01-13,"Utilizando el colector de vibración realizar las mediciones en los rodamientos en tres puntos (vertical, horizontal y axial). Verificar que la vibración no exceda los 5 mm/seg, registrar las mediciones tomadas en los puntos antes descritos, descargar y comparar los datos obtenidos con los niveles de alerta y peligro.",PRED,TEC-PRD,MAR,0.5,2,330.0,H,2021-04-01,1.0,330H
246,2147-SC-203|01-01-14,"Limpiar el área donde se va a tomar la medición, determinar la distancia de medición apropiada del área que queremos medir que es medible o visible, el Angulo de visión, el objeto identificable más pequeño y el objeto medible/marca de medición más pequeño, tomar termografía al motor, la captura debe ser tomada a todo el motor, descargar la captura en la computadora y realizar el análisis de la toma. (Considerar que la temperatura real del estator es aproximadamente 15 a 20°C de la temperatura medida).",PRED,TEC-PRD,MAR,0.5,2,330.0,H,2021-04-01,1.0,330H
247,2147-SC-203|01-06-04,"Retirar la guarda de protección de la correas de transmisión, aflojar los pernos tensadores de faja ubicados en la base del motor eléctrico, retirar las correas, colocar equipo de alineamiento en poleas, eliminar desalineamiento, colocar correas, volver motor a su posición inicial. La desalineación paralela debe ser inferior a 5 mm por cada 500 mm de distancia entre poleas, Desalineación angular debe ser inferior a 0.5 grados.",PRED,TEC-PRD,DET,3.0,2,4000.0,H,2021-04-01,6.0,4000H
248,2147-SC-203|01-06-08,Utilizando el pirómetro tomar lectura de temperatura en los rodamientos verificando que no exceda según manual de fabricante. No mayor a 30°C.,PRED,TEC-PRD,MAR,1.5,1,330.0,H,2021-04-01,1.5,330H
249,2147-SC-203|01-08-10,"Con una sonda de inmersión en aceite, verifique que el excitador no tenga una temperatura de funcionamiento excesiva.",PRED,TEC-PRD,MAR,1.0,1,330.0,H,2021-04-01,1.0,330H
250,2147-SC-203|02-06-01,"Utilizando el pirómetro tomar lectura de temperatura por temperatura excesiva (es decir, mayor de 60°C) y posibles montajes sueltos.",PRED,TEC-PRD,MAR,1.0,1,330.0,H,2021-04-01,1.0,330H
251,3211-PU-320|01-01-11,"Utilizando el colector de vibración realizar las mediciones en los rodamientos en tres puntos (vertical, horizontal y axial). Verificar que la vibración no exceda los 5 mm/seg, registrar las mediciones tomadas en los puntos antes descritos, descargar y comparar los datos obtenidos con los niveles de alerta y peligro.",PRED,TEC-PRD,MAR,1.0,1,1500.0,H,2021-04-01,1.0,1500H
252,3211-PU-320|01-01-12,"Limpiar el área donde se va a tomar la medición, determinar la distancia de medición apropiada del área que queremos medir que es medible o visible, el Angulo de visión, el objeto identificable más pequeño y el objeto medible/marca de medición más pequeño, tomar termografía al motor, la captura debe ser tomada a todo el motor, descargar la captura en la computadora y realizar el análisis de la toma. (Considerar que la temperatura real del estator es aproximadamente 15 a 20°C de la temperatura medida).",PRED,TEC-PRD,MAR,0.5,1,1500.0,H,2021-04-01,0.5,1500H
253,3211-PU-320|02-03-02,Utilizar la cámara termográfica para tomar lectura de temperatura en los rodamientos verificando que no exceda 80°C.,PRED,TEC-PRD,MAR,0.25,1,1500.0,H,2021-04-01,0.25,1500H
254,4533-PU-420|02-03-03,Monitoreo de vibración en apoyos de los rodamientos.,PRED,TEC-PRD,MAR,1.0,2,750.0,H,2021-04-01,2.0,750H
255,3254-PU-330|01-01-12,"Utilizando el colector de vibración realizar las mediciones en los rodamientos en tres puntos (vertical, horizontal y axial). Verificar que la vibración no exceda los 5 mm/seg, registrar las mediciones tomadas en los puntos antes descritos, descargar y comparar los datos obtenidos con los niveles de alerta y peligro.",PRED,TEC-PRD,MAR,1.0,1,1500.0,H,2021-04-01,1.0,1500H
256,3254-PU-330|01-01-13,"Limpiar el área donde se va a tomar la medición, determinar la distancia de medición apropiada del área que queremos medir que es medible o visible, el Angulo de visión, el objeto identificable más pequeño y el objeto medible/marca de medición más pequeño, tomar termografía al motor, la captura debe ser tomada a todo el motor, descargar la captura en la computadora y realizar el análisis de la toma. (Considerar que la temperatura real del estator es aproximadamente 15 a 20°C de la temperatura medida).",PRED,TEC-PRD,MAR,0.5,1,1500.0,H,2021-04-01,0.5,1500H
257,3254-PU-330|02-02-02,"Monitorear el nivel de vibración de los rodamientos del reductor realizando medidas de aceleración y velocidad, cada punto de medición deberá contener la posición vertical, horizontal y axial, comparar el valor medido de acuerdo a las ISO 10816 y/o el estándar de vibración del área.",PRED,TEC-PRD,MAR,0.25,1,1500.0,H,2021-04-01,0.25,1500H
258,3254-PU-330|02-02-03,Utilizar la cámara termográfica para tomar lectura de temperatura en los rodamientos verificando que no exceda 80°C.,PRED,TEC-PRD,MAR,0.25,1,1500.0,H,2021-04-01,0.25,1500H
259,3334-PU-354|01-01-11,"Utilizando el colector de vibración realizar las mediciones en los rodamientos en tres puntos (vertical, horizontal y axial). Verificar que la vibración no exceda los 5 mm/seg, registrar las mediciones tomadas en los puntos antes descritos, descargar y comparar los datos obtenidos con los niveles de alerta y peligro.",PRED,TEC-PRD,MAR,0.5,1,2000.0,H,2021-04-01,0.5,2000H
260,3334-PU-354|01-01-12,"Limpiar el área donde se va a tomar la medición, determinar la distancia de medición apropiada del área que queremos medir que es medible o visible, el Angulo de visión, el objeto identificable más pequeño y el objeto medible/marca de medición más pequeño, tomar termografía al motor, la captura debe ser tomada a todo el motor, descargar la captura en la computadora y realizar el análisis de la toma. (Considerar que la temperatura real del estator es aproximadamente 15 a 20°C de la temperatura medida).",PRED,TEC-PRD,MAR,0.5,1,2000.0,H,2021-04-01,0.5,2000H
261,3334-PU-354|02-02-02,"Utilizar el colector de vibración para realizar las mediciones en los rodamientos en tres puntos (vertical, horizontal y axial) del lado fijo y el lado libre. Verificar que la vibración no exceda los 2.3 mm/s (según ISO-10816-3).",PRED,TEC-PRD,MAR,0.25,1,2000.0,H,2021-04-01,0.25,2000H
262,3334-PU-354|02-02-03,Utilizar la cámara termográfica para tomar lectura de temperatura en los rodamientos verificando que no exceda 80°C.,PRED,TEC-PRD,MAR,0.25,1,2000.0,H,2021-04-01,0.25,2000H
263,3334-PU-355|01-01-11,"Utilizando el colector de vibración realizar las mediciones en los rodamientos en tres puntos (vertical, horizontal y axial). Verificar que la vibración no exceda los 5 mm/seg, registrar las mediciones tomadas en los puntos antes descritos, descargar y comparar los datos obtenidos con los niveles de alerta y peligro.",PRED,TEC-PRD,MAR,0.5,1,2000.0,H,2021-04-01,0.5,2000H
264,3334-PU-355|01-01-12,"Limpiar el área donde se va a tomar la medición, determinar la distancia de medición apropiada del área que queremos medir que es medible o visible, el Angulo de visión, el objeto identificable más pequeño y el objeto medible/marca de medición más pequeño, tomar termografía al motor, la captura debe ser tomada a todo el motor, descargar la captura en la computadora y realizar el análisis de la toma. (Considerar que la temperatura real del estator es aproximadamente 15 a 20°C de la temperatura medida).",PRED,TEC-PRD,MAR,0.5,1,2000.0,H,2021-04-01,0.5,2000H
265,3334-PU-355|02-02-02,"Utilizar el colector de vibración para realizar las mediciones en los rodamientos en tres puntos (vertical, horizontal y axial) del lado fijo y el lado libre. Verificar que la vibración no exceda los 2.3 mm/s (según ISO-10816-3).",PRED,TEC-PRD,MAR,0.25,1,2000.0,H,2021-04-01,0.25,2000H
266,3334-PU-355|02-02-03,Utilizar la cámara termográfica para tomar lectura de temperatura en los rodamientos verificando que no exceda 80°C.,PRED,TEC-PRD,MAR,0.25,1,2000.0,H,2021-04-01,0.25,2000H
267,3354-PU-378|01-02-02,Monitoreo de vibración y temperatura.,PRED,TEC-PRD,MAR,0.5,1,2000.0,H,2021-04-01,0.5,2000H
268,3354-PU-378|02-01-02,Monitoreo de vibración y temperatura.,PRED,TEC-PRD,DET,0.5,1,2000.0,H,2021-04-01,0.5,2000H
269,3354-PU-379|01-02-02,Monitoreo de vibración y temperatura.,PRED,TEC-PRD,MAR,0.5,1,1500.0,H,2021-04-01,0.5,1500H
270,3354-PU-379|02-01-01,Realizar inspección de vibración y temperatura.,PRED,TEC-PRD,MAR,0.25,1,660.0,H,2021-04-01,0.25,660H
271,3354-PU-379|02-01-02,Realziar monitoreo de vibración y temperatura.,PRED,TEC-PRD,DET,0.5,1,1500.0,H,2021-04-01,0.5,1500H
272,2149-BH-203|02-02-05,Monitoreo de vibración.,PRED,TEC-PRD,MAR,0.5,1,1500.0,H,2021-04-01,0.5,1500H
273,2149-BH-203|02-02-06,Monitoreo de termografía.,PRED,TEC-PRD,MAR,0.5,1,1500.0,H,2021-04-01,0.5,1500H
274,4314-PU-405|01-01-11,"Utilizando el colector de vibración realizar las mediciones en los rodamientos en tres puntos (vertical, horizontal y axial). Verificar que la vibración no exceda los 5 mm/seg, registrar las mediciones tomadas en los puntos antes descritos, descargar y comparar los datos obtenidos con los niveles de alerta y peligro.",PRED,TEC-PRD,MAR,0.5,1,1500.0,H,2021-04-01,0.5,1500H
275,4314-PU-405|01-01-12,"Limpiar el área donde se va a tomar la medición, determinar la distancia de medición apropiada del área que queremos medir que es medible o visible, el Angulo de visión, el objeto identificable más pequeño y el objeto medible/marca de medición más pequeño, tomar termografía al motor, la captura debe ser tomada a todo el motor, descargar la captura en la computadora y realizar el análisis de la toma. (Considerar que la temperatura real del estator es aproximadamente 15 a 20°C de la temperatura medida).",PRED,TEC-PRD,MAR,0.5,1,1500.0,H,2021-04-01,0.5,1500H
276,4314-PU-405|01-03-03,"Corregir defectos de pie cojo en el equipo móvil, diagnosticar el desalineamiento con equipo laser, lainar los puntos de anclaje del equipo móvil así como los desplazamientos horizontales según los datos del equipo de alineamiento laser, torquear pernos de anclaje, realizar medición de estado final de alineamiento dentro de valores de tolerancia con el equipo de alineamiento.",PRED,TEC-PRD,DET,2.0,2,8000.0,H,2021-04-01,4.0,8000H
277,4314-PU-405|02-03-02,"Utilizando el colector de vibración realizar las mediciones en los rodamientos en tres puntos (vertical, horizontal y axial). Verificar que la vibración no exceda los límites permisibles, registrar las mediciones tomadas en los puntos antes descritos, descargar y comparar los datos obtenidos con los niveles de alerta y peligro.",PRED,TEC-PRD,MAR,0.5,1,1500.0,H,2021-04-01,0.5,1500H
278,4314-PU-405|02-03-03,"Limpiar el área donde se va a tomar la medición, determinar la distancia de medición apropiada del área que queremos medir que es medible o visible, el Angulo de visión, el objeto identificable más pequeño y el objeto medible/marca de medición más pequeño, tomar termografía a la caja de rodamientos, descargar la captura en la computadora y realizar el análisis de la toma.",PRED,TEC-PRD,MAR,0.5,1,1500.0,H,2021-04-01,0.5,1500H
279,4311-PU-418|01-01-13,"Utilizando el colector de vibración realizar las mediciones en los rodamientos en tres puntos (vertical, horizontal y axial). Verificar que la vibración no exceda los 5 mm/seg, registrar las mediciones tomadas en los puntos antes descritos, descargar y comparar los datos obtenidos con los niveles de alerta y peligro.",PRED,TEC-PRD,MAR,0.5,1,1500.0,H,2021-04-01,0.5,1500H
280,4311-PU-418|01-01-14,"Limpiar el área donde se va a tomar la medición, determinar la distancia de medición apropiada del área que queremos medir que es medible o visible, el Angulo de visión, el objeto identificable más pequeño y el objeto medible/marca de medición más pequeño, tomar termografía al motor, la captura debe ser tomada a todo el motor, descargar la captura en la computadora y realizar el análisis de la toma. (Considerar que la temperatura real del estator es aproximadamente 15 a 20°C de la temperatura medida).",PRED,TEC-PRD,MAR,0.5,1,1500.0,H,2021-04-01,0.5,1500H
281,4311-PU-418|01-03-03,"Corregir defectos de pie cojo en el equipo móvil, diagnosticar el desalineamiento con equipo laser, lainar los puntos de anclaje del equipo móvil así como los desplazamientos horizontales según los datos del equipo de alineamiento laser, torquear pernos de anclaje, realizar medición de estado final de alineamiento dentro de valores de tolerancia con el equipo de alineamiento.",PRED,TEC-PRD,DET,2.0,2,8000.0,H,2021-04-01,4.0,8000H
282,4311-PU-418|02-03-02,"Utilizando el colector de vibración realizar las mediciones en los rodamientos en tres puntos (vertical, horizontal y axial). Verificar que la vibración no exceda los límites permisibles, registrar las mediciones tomadas en los puntos antes descritos, descargar y comparar los datos obtenidos con los niveles de alerta y peligro.",PRED,TEC-PRD,MAR,0.5,1,1500.0,H,2021-04-01,0.5,1500H
283,4311-PU-418|02-03-03,"Limpiar el área donde se va a tomar la medición, determinar la distancia de medición apropiada del área que queremos medir que es medible o visible, el Angulo de visión, el objeto identificable más pequeño y el objeto medible/marca de medición más pequeño, tomar termografía a la caja de rodamientos, descargar la captura en la computadora y realizar el análisis de la toma.",PRED,TEC-PRD,MAR,0.5,1,1500.0,H,2021-04-01,0.5,1500H
284,4316-PU-410|01-01-11,"Utilizando el colector de vibración realizar las mediciones en los rodamientos en tres puntos (vertical, horizontal y axial). Verificar que la vibración no exceda los 5 mm/seg, registrar las mediciones tomadas en los puntos antes descritos, descargar y comparar los datos obtenidos con los niveles de alerta y peligro.",PRED,TEC-PRD,MAR,0.5,1,1500.0,H,2021-04-01,0.5,1500H
285,4316-PU-410|01-01-12,"Limpiar el área donde se va a tomar la medición, determinar la distancia de medición apropiada del área que queremos medir que es medible o visible, el Angulo de visión, el objeto identificable más pequeño y el objeto medible/marca de medición más pequeño, tomar termografía al motor, la captura debe ser tomada a todo el motor, descargar la captura en la computadora y realizar el análisis de la toma. (Considerar que la temperatura real del estator es aproximadamente 15 a 20°C de la temperatura medida).",PRED,TEC-PRD,MAR,0.5,1,1500.0,H,2021-04-01,0.5,1500H
286,4316-PU-410|01-03-03,"Corregir defectos de pie cojo en el equipo móvil, diagnosticar el desalineamiento con equipo laser, lainar los puntos de anclaje del equipo móvil así como los desplazamientos horizontales según los datos del equipo de alineamiento laser, torquear pernos de anclaje, realizar medición de estado final de alineamiento dentro de valores de tolerancia con el equipo de alineamiento.",PRED,TEC-PRD,DET,2.0,2,8000.0,H,2021-04-01,4.0,8000H
287,4316-PU-410|02-03-02,"Utilizando el colector de vibración realizar las mediciones en los rodamientos en tres puntos (vertical, horizontal y axial). Verificar que la vibración no exceda los límites permisibles, registrar las mediciones tomadas en los puntos antes descritos, descargar y comparar los datos obtenidos con los niveles de alerta y peligro.",PRED,TEC-PRD,MAR,0.5,1,1500.0,H,2021-04-01,0.5,1500H
288,4316-PU-410|02-03-03,"Limpiar el área donde se va a tomar la medición, determinar la distancia de medición apropiada del área que queremos medir que es medible o visible, el Angulo de visión, el objeto identificable más pequeño y el objeto medible/marca de medición más pequeño, tomar termografía a la caja de rodamientos, descargar la captura en la computadora y realizar el análisis de la toma.",PRED,TEC-PRD,MAR,0.5,1,1500.0,H,2021-04-01,0.5,1500H
289,3242-PU-742|01-01-11,"Utilizando el colector de vibración realizar las mediciones en los rodamientos en tres puntos (vertical, horizontal y axial). Verificar que la vibración no exceda los 5 mm/seg, registrar las mediciones tomadas en los puntos antes descritos, descargar y comparar los datos obtenidos con los niveles de alerta y peligro.",PRED,TEC-PRD,MAR,0.5,1,1500.0,H,2021-04-01,0.5,1500H
290,3242-PU-742|01-01-12,"Limpiar el área donde se va a tomar la medición, determinar la distancia de medición apropiada del área que queremos medir que es medible o visible, el Angulo de visión, el objeto identificable más pequeño y el objeto medible/marca de medición más pequeño, tomar termografía al motor, la captura debe ser tomada a todo el motor, descargar la captura en la computadora y realizar el análisis de la toma. (Considerar que la temperatura real del estator es aproximadamente 15 a 20°C de la temperatura medida).",PRED,TEC-PRD,MAR,0.5,1,1500.0,H,2021-04-01,0.5,1500H
291,3242-PU-742|02-02-02,"Monitorear el nivel de vibración de los rodamientos del reductor realizando medidas de aceleración y velocidad, cada punto de medición deberá contener la posición vertical, horizontal y axial, comparar el valor medido de acuerdo a las ISO 10816 y/o el estándar de vibración del área.",PRED,TEC-PRD,MAR,0.25,1,1500.0,H,2021-04-01,0.25,1500H
292,3242-PU-742|02-02-03,Utilizar la cámara termográfica para tomar lectura de temperatura en los rodamientos verificando que no exceda 80°C.,PRED,TEC-PRD,MAR,0.25,1,1500.0,H,2021-04-01,0.25,1500H
293,4533-PU-419|02-03-03,Monitoreo de vibración en apoyos de los rodamientos.,PRED,TEC-PRD,MAR,1.0,2,1500.0,H,2021-04-01,2.0,1500H
294,4313-PU-407|02-03-03,Monitoreo de vibración en apoyos de los rodamientos.,PRED,TEC-PRD,MAR,1.0,2,1500.0,H,2021-04-01,2.0,1500H
295,4313-PU-408|01-05-03,"Corregir defectos de pie cojo en el equipo movil, diagnosticar el desalineamiento con equipo laser, lainar los puntos de anclaje del equipo movil asi como los desplazamientos horizontales según los datos del equipo de alineamiento laser, torquear pernos de anclaje, realizar medición de estado fianl de alineamiento dentro de valores de tolerancia con el equipo de alineamiento.",PRED,TEC-PRD,DET,2.0,3,8000.0,H,2021-04-01,6.0,8000H
296,4313-PU-408|02-02-02,"Utilizar el colector de vibración para realizar las mediciones en los rodamientos en tres puntos (vertical, horizontal y axial) del lado fijo y el lado libre. Verificar que la vibración no exceda los XX mm/s.",PRED,TEC-PRD,MAR,0.25,1,750.0,H,2021-04-01,0.25,750H
297,4313-PU-408|02-02-03,Utilizar la cámara termográfica para tomar lectura de temperatura en los rodamientos verificando que no exceda 80°C.,PRED,TEC-PRD,MAR,0.25,1,750.0,H,2021-04-01,0.25,750H
298,3332-PU-352|01-01-11,"Utilizando el colector de vibración realizar las mediciones en los rodamientos en tres puntos (vertical, horizontal y axial). Verificar que la vibración no exceda los 5 mm/seg, registrar las mediciones tomadas en los puntos antes descritos, descargar y comparar los datos obtenidos con los niveles de alerta y peligro.",PRED,TEC-PRD,MAR,0.5,1,2000.0,H,2021-04-01,0.5,2000H
299,3332-PU-352|01-01-12,"Limpiar el área donde se va a tomar la medición, determinar la distancia de medición apropiada del área que queremos medir que es medible o visible, el Angulo de visión, el objeto identificable más pequeño y el objeto medible/marca de medición más pequeño, tomar termografía al motor, la captura debe ser tomada a todo el motor, descargar la captura en la computadora y realizar el análisis de la toma. (Considerar que la temperatura real del estator es aproximadamente 15 a 20°C de la temperatura medida).",PRED,TEC-PRD,MAR,0.5,1,2000.0,H,2021-04-01,0.5,2000H
300,3332-PU-352|02-03-02,"Utilizando el colector de vibración realizar las mediciones en los rodamientos en tres puntos (vertical, horizontal y axial). Verificar que la vibración no exceda los límites permisibles, registrar las mediciones tomadas en los puntos antes descritos, descargar y comparar los datos obtenidos con los niveles de alerta y peligro.",PRED,TEC-PRD,MAR,0.5,1,2000.0,H,2021-04-01,0.5,2000H
301,3332-PU-352|02-03-03,"Limpiar el área donde se va a tomar la medición, determinar la distancia de medición apropiada del área que queremos medir que es medible o visible, el Angulo de visión, el objeto identificable más pequeño y el objeto medible/marca de medición más pequeño, tomar termografía a la caja de rodamientos, descargar la captura en la computadora y realizar el análisis de la toma.",PRED,TEC-PRD,MAR,0.5,1,2000.0,H,2021-04-01,0.5,2000H
302,3242-PU-743|01-01-11,"Utilizando el colector de vibración realizar las mediciones en los rodamientos en tres puntos (vertical, horizontal y axial). Verificar que la vibración no exceda los 5 mm/seg, registrar las mediciones tomadas en los puntos antes descritos, descargar y comparar los datos obtenidos con los niveles de alerta y peligro.",PRED,TEC-PRD,MAR,0.5,1,1500.0,H,2021-04-01,0.5,1500H
